path,category,reason,archive_target,copy_verified,size_bytes
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Distributed_Model6_Juniata_HU12,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Distributed_Model6_Juniata_HU12,false,123151853
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/ECO_INPUTS_2020,retained_raw_data,"subset, GRACE, SWE, and ancillary validation support retained locally",,false,9488686392
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/GROUNDWATER_RECESSION_EXPERIMENTS_README.md,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/GROUNDWATER_RECESSION_EXPERIMENTS_README.md,false,16239
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/MODEL6CLOSED_SNOW_ASRZ_SIMHYD_SIMPLE_FINAL_DIAGNOSTIC.md,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/MODEL6CLOSED_SNOW_ASRZ_SIMHYD_SIMPLE_FINAL_DIAGNOSTIC.md,false,16741
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/MODEL6CLOSED_SNOW_ASRZ_SIMHYD_SIMPLE_REFERENCE.md,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/MODEL6CLOSED_SNOW_ASRZ_SIMHYD_SIMPLE_REFERENCE.md,false,15551
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_LSTMParam_PETLAI_DynamicK_SUB_CRAK_full671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_LSTMParam_PETLAI_DynamicK_SUB_CRAK_full671,false,29341949
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_LSTMParam_RnLAIET_DynamicK_32basins_test,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_LSTMParam_RnLAIET_DynamicK_32basins_test,false,138178304
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_HBV11Snow_compare32,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_HBV11Snow_compare32,false,3554990
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_HBV11Snow_demo32,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_HBV11Snow_demo32,false,474143
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_LAIEco_full671_target0732_train1,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_LAIEco_full671_target0732_train1,false,488444547
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_LAIEco_full671_target0732_train1_results_package,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_LAIEco_full671_target0732_train1_results_package,false,374474417
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_demo32,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_demo32,false,8305668
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_full671_ep80_iter200,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6Closed_Snow_aSrz_SIMHYD_Simple_full671_ep80_iter200,false,7812659
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_CAMELSIND_PETOnly_AttrMax_smoke,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_CAMELSIND_PETOnly_AttrMax_smoke,false,750767
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_CAMELSIND_PETOnly_AttrMax_train1,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_CAMELSIND_PETOnly_AttrMax_train1,false,4295365
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_LSTMParam_RnLAIET_DynamicK_32basins_report.md,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_LSTMParam_RnLAIET_DynamicK_32basins_report.md,false,5464
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_RohiniExact_aSrz_full671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_RohiniExact_aSrz_full671,false,18437702
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671,false,408990655
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverA,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverA,false,18942933
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverB,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverB,false,18942073
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverC,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverC,false,18826073
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverD,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverD,false,18875660
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverE,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverE,false,18934789
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverF,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverF,false,19088949
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverG_rootdrain,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverG_rootdrain,false,19071431
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverH_uzdelay,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverH_uzdelay,false,19063731
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo,false,19119343
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671,false,391237495
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont1,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont1,false,389642043
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont2,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont2,false,389827325
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont3,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont3,false,389909407
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg,false,19158940
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg_full671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg_full671,false,389446286
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/NOAA_LAI_CDR_671,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/NOAA_LAI_CDR_671,false,4443021
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/NOAA_LAI_CDR_671_DAILY,retained_raw_data,gap-filled LAI training input retained locally,,false,1555387670
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/PUBLICATION_MODEL6_ROHINI_REPLICATION,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/PUBLICATION_MODEL6_ROHINI_REPLICATION,false,200546625
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/README_ECOHBV_aSrz_HBV11b.md,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/README_ECOHBV_aSrz_HBV11b.md,false,3069
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/__pycache__,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/__pycache__,false,336700
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/analyze_bfi_validation_ep80.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/analyze_bfi_validation_ep80.py,false,9539
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/analyze_esacci_sm_validation_ep80.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/analyze_esacci_sm_validation_ep80.py,false,23198
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/analyze_grace_fluxcom_validation_ep100.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/analyze_grace_fluxcom_validation_ep100.py,false,13809
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/analyze_grace_fluxcom_validation_ep100_fast.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/analyze_grace_fluxcom_validation_ep100_fast.py,false,15272
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/build_esacci_download_list.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/build_esacci_download_list.py,false,1372
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/build_figure5_and_subset_comparison.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/build_figure5_and_subset_comparison.py,false,36414
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/build_gapfilled_lai_dataset_rf.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/build_gapfilled_lai_dataset_rf.py,false,14875
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/build_publication_model6_rohini_replication.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/build_publication_model6_rohini_replication.py,false,76334
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_LAIEco_vs_Model6_SIMHYD_RohiniET_full671.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_LAIEco_vs_Model6_SIMHYD_RohiniET_full671.csv,false,2206
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671.csv,false,2544
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont1.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont1.csv,false,2538
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont2.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont2.csv,false,2540
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont3.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverI_combo_full671_cont3.csv,false,2549
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg_full671.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_Model6_SIMHYD_RohiniET_aSrz_full671_recoverJ_smoothg_full671.csv,false,2578
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/compare_model6_lstmparam_rnlaiet_dynamick_32basins.csv,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/compare_model6_lstmparam_rnlaiet_dynamick_32basins.csv,false,3401
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/distributed_us,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/distributed_us,false,299729
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/download_esacci_combined_v081.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/download_esacci_combined_v081.py,false,3797
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/download_fluxcom_xbase_et.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/download_fluxcom_xbase_et.py,false,4712
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/download_noaa_fapar_cdr_daily_basin671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/download_noaa_fapar_cdr_daily_basin671.py,false,11156
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/download_noaa_lai_cdr_basin671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/download_noaa_lai_cdr_basin671.py,false,9082
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/download_noaa_lai_cdr_daily_basin671.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/download_noaa_lai_cdr_daily_basin671.py,false,11138
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/ecohbv_data,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/ecohbv_data,false,54530
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/ecohbv_data_manifest.yaml,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/ecohbv_data_manifest.yaml,false,6806
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/evaluate_recoverI_subsets.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/evaluate_recoverI_subsets.py,false,9851
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/experiments,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/experiments,false,15362898834
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/figure5_rohini_recreation,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/figure5_rohini_recreation,false,5279935
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/logs,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/logs,false,28184
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/make_asrz_comparison_figure.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/make_asrz_comparison_figure.py,false,4920
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/make_asrz_full671_figure.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/make_asrz_full671_figure.py,false,4899
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/make_closed_simple_full671_figure.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/make_closed_simple_full671_figure.py,false,7838
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/make_figure_ab_et_runoff.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/make_figure_ab_et_runoff.py,false,6914
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/model6_laieco_lstm_only.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/model6_laieco_lstm_only.py,false,22459
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/model6_lstmparam_rnlaiet_dynamick.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/model6_lstmparam_rnlaiet_dynamick.py,false,26941
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/model6_rohini_exact_asrz.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/model6_rohini_exact_asrz.py,false,25534
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/model6_simhyd_rohiniet_asrz.py,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/model6_simhyd_rohiniet_asrz.py,false,38241
/home/mircore/Desktop/diff_hydro/ECO_HYBRID/outputs,moved_to_nas,ECO_HYBRID experiment/code/results not retained in clean repo,/mnt/nas/home_aman/Projects/WRR_repo_archive_2026-06-23/ECO_HYBRID/outputs,false,0
