basin_id,date,obs_et_mm_day,sim_et_mm_day,panel,Q_obs_mean_mm_day,Q_routed_mean_mm_day,nsidc_swe_mm,model_swe_mm,obs_twsa_mm,sim_twsa_mm
1013500,2006-07-31,3.633747960344146,3.5698621347546577,ET,,,,,,
1013500,2006-08-31,3.068041683148734,2.7596070021390915,ET,,,,,,
1013500,2006-09-30,1.7486495005933547,1.3892517499625683,ET,,,,,,
1013500,2006-10-31,0.6306065812895569,0.9833537004888058,ET,,,,,,
1013500,2006-11-30,0.43044526305379743,0.5058281098802885,ET,,,,,,
1013500,2006-12-31,0.32372923259493674,0.26919074705801904,ET,,,,,,
1013500,2007-01-31,0.2529596642602848,0.17089270776966714,ET,,,,,,
1013500,2007-02-28,0.3270479999011076,0.08726208026916993,ET,,,,,,
1013500,2007-03-31,0.7583560991890823,0.6072228102789268,ET,,,,,,
1013500,2007-04-30,1.339479393295095,1.5152457803487778,ET,,,,,,
1013500,2007-05-31,1.4828129120516877,2.4605550517638526,ET,,,,,,
1013500,2007-06-30,3.0846670416337028,3.425591267645359,ET,,,,,,
1013500,2007-07-31,3.376964868473102,3.5163704976439476,ET,,,,,,
1013500,2007-08-31,3.2027547715585447,2.786656215786934,ET,,,,,,
1013500,2007-09-30,2.0819243225870254,1.7501398846507072,ET,,,,,,
1013500,2007-10-31,0.696376520470728,1.0241635041311383,ET,,,,,,
1013500,2007-11-30,0.39827968420358656,0.391891872510314,ET,,,,,,
1013500,2007-12-31,0.23023851611946203,0.12946520747254908,ET,,,,,,
1013500,2008-01-31,0.23758035007911393,0.15352421169609443,ET,,,,,,
1013500,2008-02-29,0.3645004079311709,0.18548791321063618,ET,,,,,,
1013500,2008-03-31,0.6770993003362342,0.3894053266449191,ET,,,,,,
1013500,2008-04-30,1.4972557357594938,1.823852151632309,ET,,,,,,
1013500,2008-05-31,1.6067892726463608,2.7806037217378616,ET,,,,,,
1013500,2008-06-30,3.1656365374472575,3.5450360576311746,ET,,,,,,
1013500,2008-07-31,3.4460115456882914,3.7829054594039917,ET,,,,,,
1013500,2008-08-31,3.0057104183148735,3.1242763698101044,ET,,,,,,
1013500,2008-09-30,2.081708922567247,1.9442725740373135,ET,,,,,,
1013500,2008-10-31,0.7241634320609177,1.0143592208623886,ET,,,,,,
1013500,2008-11-30,0.43919682885021105,0.4901556239152948,ET,,,,,,
1013500,2008-12-31,0.23792245599287978,0.16843370184506057,ET,,,,,,
1013500,2009-01-31,0.2314193532436709,0.07381091627598835,ET,,,,,,
1013500,2009-02-28,0.38141100919699367,0.18184156412689845,ET,,,,,,
1013500,2009-03-31,0.8221695139438292,0.6335445459699258,ET,,,,,,
1013500,2009-04-30,1.2788870895965192,1.8004957307130098,ET,,,,,,
1013500,2009-05-31,1.4613862242879747,2.7657231042782464,ET,,,,,,
1013500,2009-06-30,2.7166463731210446,3.076314151287079,ET,,,,,,
1013500,2009-07-31,3.0566486600079115,3.0443072393536568,ET,,,,,,
1013500,2009-08-31,3.299924903579905,3.2654637470841408,ET,,,,,,
1013500,2009-09-30,1.984295267998418,1.5722969993948936,ET,,,,,,
1013500,2009-10-31,0.6130933544303798,0.817785769701004,ET,,,,,,
1013500,2009-11-30,0.4482001582278481,0.5259564655522505,ET,,,,,,
1013500,2009-12-31,0.25018233287183544,0.1879006422823295,ET,,,,,,
1013500,2010-01-31,0.23598509196993672,0.15181683842092752,ET,,,,,,
1013500,2010-02-28,0.421548964102057,0.29512288922137486,ET,,,,,,
1013500,2010-03-31,0.8886857817444621,0.8892298880964518,ET,,,,,,
1013500,2010-04-30,1.322938711431962,1.8061686232686043,ET,,,,,,
1013500,2010-05-31,2.0106952136075953,2.8553613672653833,ET,,,,,,
1013500,2010-06-30,2.8811316381526906,3.061686590313912,ET,,,,,,
1013500,2010-07-31,3.5507138795490505,3.5433138757944107,ET,,,,,,
1013500,2010-08-31,3.345272943037975,1.5841348487883806,ET,,,,,,
1013500,2010-09-30,2.0609279197982597,1.6975795570760965,ET,,,,,,
1022500,2002-01-31,0.4042989417989418,0.283636735752225,ET,,,,,,
1022500,2002-02-28,0.4437037037037037,0.4201314188539982,ET,,,,,,
1022500,2002-03-31,0.7125220458553793,0.8939082454890013,ET,,,,,,
1022500,2002-04-30,1.1745723104056438,1.7139134109020233,ET,,,,,,
1022500,2002-05-31,1.5650808348030572,2.504483530918757,ET,,,,,,
1022500,2002-06-30,2.871908068783069,2.9701460041105747,ET,,,,,,
1022500,2002-07-31,4.0572552910052915,2.5871466733515263,ET,,,,,,
1022500,2002-08-31,3.7864947089947094,1.3880502674728632,ET,,,,,,
1022500,2002-09-30,2.4618860229276898,1.4992493018507957,ET,,,,,,
1022500,2002-10-31,0.9790630511463845,1.1151776555925608,ET,,,,,,
1022500,2002-11-30,0.46826278659612,0.5607480543355147,ET,,,,,,
1022500,2002-12-31,0.3545028659611993,0.3019286235794425,ET,,,,,,
1022500,2003-01-31,0.30340939153439156,0.17749452340649438,ET,,,,,,
1022500,2003-02-28,0.43126102292768964,0.32222998640429523,ET,,,,,,
1022500,2003-03-31,0.8792724867724868,0.8127799089998007,ET,,,,,,
1022500,2003-04-30,1.1619808201058202,1.5888307988643646,ET,,,,,,
1022500,2003-05-31,1.5264623750734863,2.4453789244095483,ET,,,,,,
1022500,2003-06-30,2.961942239858907,3.1468758434057236,ET,,,,,,
1022500,2003-07-31,3.9226829805996473,1.9242265652865171,ET,,,,,,
1022500,2003-08-31,3.4779563492063494,1.9972398988902569,ET,,,,,,
1022500,2003-09-30,2.39262676366843,1.7679540198296309,ET,,,,,,
1022500,2003-10-31,0.8531205908289241,1.1577384006232023,ET,,,,,,
1022500,2003-11-30,0.5064888300999413,0.6114620988567671,ET,,,,,,
1022500,2003-12-31,0.37062500000000004,0.3837598783429712,ET,,,,,,
1022500,2004-01-31,0.29794973544973546,0.18884336847622762,ET,,,,,,
1022500,2004-02-29,0.46608906525573196,0.3235769711327521,ET,,,,,,
1022500,2004-03-31,0.7917328042328043,0.868148528970778,ET,,,,,,
1022500,2004-04-30,1.0538161375661375,1.6454611122608185,ET,,,,,,
1022500,2004-05-31,1.9888833774250443,2.676996417343617,ET,,,,,,
1022500,2004-06-30,3.185693709582598,2.834776227672895,ET,,,,,,
1022500,2004-07-31,3.6061904761904766,2.6670865938067436,ET,,,,,,
1022500,2004-08-31,3.2153648589065256,2.1835846714675426,ET,,,,,,
1022500,2004-09-30,2.3995028659611997,2.188566107302904,ET,,,,,,
1022500,2004-10-31,0.9750584215167549,1.0492723863571882,ET,,,,,,
1022500,2004-11-30,0.5411772486772487,0.5444913916289806,ET,,,,,,
1022500,2004-12-31,0.3686838624338624,0.371950414031744,ET,,,,,,
1022500,2005-01-31,0.31589947089947096,0.2420144006538294,ET,,,,,,
1022500,2005-02-28,0.47151675485008826,0.40333263075888226,ET,,,,,,
1022500,2005-03-31,0.7810383597883598,0.8750860402360559,ET,,,,,,
1022500,2005-04-30,1.1775595238095238,1.8922768272459507,ET,,,,,,
1022500,2005-05-31,1.4346340388007057,2.2160524427890778,ET,,,,,,
1022500,2005-06-30,2.969918430335097,3.2487729974091053,ET,,,,,,
1022500,2005-07-31,4.04876102292769,2.454163245856762,ET,,,,,,
1022500,2005-08-31,3.7535791446208115,2.4115371964871883,ET,,,,,,
1022500,2005-09-30,2.422083333333333,2.114784963428974,ET,,,,,,
1022500,2005-10-31,0.9231757054673722,1.067854491993785,ET,,,,,,
1022500,2005-11-30,0.5250014697236921,0.6713419705629349,ET,,,,,,
1022500,2005-12-31,0.378505291005291,0.30782292620278895,ET,,,,,,
1022500,2006-01-31,0.30171406525573197,0.34969305619597435,ET,,,,,,
1022500,2006-02-28,0.4407142857142857,0.46262253541499376,ET,,,,,,
1022500,2006-03-31,0.6961485890652558,0.8576431209221482,ET,,,,,,
1022500,2006-04-30,1.1159468694885362,1.8843379132449627,ET,,,,,,
1022500,2006-05-31,1.866556437389771,2.53190944592158,ET,,,,,,
1022500,2006-06-30,3.060712081128748,3.3643902018666267,ET,,,,,,
1022500,2006-07-31,4.109934964726632,3.379929021000862,ET,,,,,,
1022500,2006-08-31,3.3925970017636686,3.006310325115919,ET,,,,,,
1022500,2006-09-30,2.236722883597884,1.8136013820767403,ET,,,,,,
1022500,2006-10-31,0.8133223104056437,1.10479992069304,ET,,,,,,
1022500,2006-11-30,0.5018018812463257,0.6823934602240721,ET,,,,,,
1022500,2006-12-31,0.3881779100529101,0.4293883852660656,ET,,,,,,
1022500,2007-01-31,0.3118165784832452,0.3354155652341433,ET,,,,,,
1022500,2007-02-28,0.4237466931216931,0.23610163494595326,ET,,,,,,
1022500,2007-03-31,0.8012323633156967,0.9379952855014153,ET,,,,,,
1022500,2007-04-30,1.1109623015873016,1.6543946489691734,ET,,,,,,
1022500,2007-05-31,1.7030570252792476,2.4686689227819443,ET,,,,,,
1022500,2007-06-30,3.288806216931217,3.1399509236216545,ET,,,,,,
1022500,2007-07-31,3.8776763668430334,2.2536411732435226,ET,,,,,,
1022500,2007-08-31,3.6685328483245154,1.961227707564831,ET,,,,,,
1022500,2007-09-30,2.592538580246914,1.4383928291499615,ET,,,,,,
1022500,2007-10-31,0.9590200617283952,1.1095703095197678,ET,,,,,,
1022500,2007-11-30,0.4666784244562023,0.6045393583675226,ET,,,,,,
1022500,2007-12-31,0.3587599206349207,0.2685868733096868,ET,,,,,,
1022500,2008-01-31,0.33006393298059966,0.3143701478256844,ET,,,,,,
1022500,2008-02-29,0.5198412698412699,0.43022974440827966,ET,,,,,,
1022500,2008-03-31,0.8015189594356261,0.7944218837656081,ET,,,,,,
1022500,2008-04-30,1.278536155202822,1.870124725624919,ET,,,,,,
1022500,2008-05-31,1.8728108465608466,2.7176774255931377,ET,,,,,,
1022500,2008-06-30,3.6521810699588477,3.162189950545629,ET,,,,,,
1022500,2008-07-31,4.2396946649029985,1.9132729694247246,ET,,,,,,
1022500,2008-08-31,3.244111552028219,2.948340691626072,ET,,,,,,
1022500,2008-09-30,2.297408509700176,1.9623666778206825,ET,,,,,,
1022500,2008-10-31,0.8357208994708996,1.156940545886755,ET,,,,,,
1022500,2008-11-30,0.47801734273956503,0.6025043744593859,ET,,,,,,
1022500,2008-12-31,0.34098324514991185,0.38478186656720936,ET,,,,,,
1022500,2009-01-31,0.2762610229276896,0.2065998914284819,ET,,,,,,
1022500,2009-02-28,0.44710648148148147,0.34298657982412806,ET,,,,,,
1022500,2009-03-31,0.8693871252204586,0.9629883533343673,ET,,,,,,
1022500,2009-04-30,1.3045756172839507,1.8278769440948963,ET,,,,,,
1022500,2009-05-31,1.874454732510288,2.8461641122897468,ET,,,,,,
1022500,2009-06-30,2.7096803350970022,2.8923327401280403,ET,,,,,,
1022500,2009-07-31,3.529939373897707,3.1192422956228256,ET,,,,,,
1022500,2009-08-31,3.961161816578483,2.824126150459051,ET,,,,,,
1022500,2009-09-30,2.3253924162257498,2.0270657222718,ET,,,,,,
1022500,2009-10-31,0.7601212522045855,0.9979138616472483,ET,,,,,,
1022500,2009-11-30,0.5078894767783656,0.674448994298776,ET,,,,,,
1022500,2009-12-31,0.3377347883597884,0.34339592931792134,ET,,,,,,
1022500,2010-01-31,0.27158179012345685,0.27149068657308817,ET,,,,,,
1022500,2010-02-28,0.5435405643738977,0.4439381528645754,ET,,,,,,
1022500,2010-03-31,0.7661717372134039,1.0566741917282343,ET,,,,,,
1022500,2010-04-30,1.3195767195767196,1.8730483129620552,ET,,,,,,
1022500,2010-05-31,2.2919473838918285,2.6742648035287857,ET,,,,,,
1022500,2010-06-30,3.3638811728395064,3.0782674066722393,ET,,,,,,
1022500,2010-07-31,4.086883818342152,2.310017492622137,ET,,,,,,
1022500,2010-08-31,3.5720502645502648,1.6183271575719118,ET,,,,,,
1022500,2010-09-30,2.5566832010582017,1.9720603283494713,ET,,,,,,
1030500,2002-01-31,0.2841023950780049,0.19871314832319817,ET,,,,,,
1030500,2002-02-28,0.37931810690957035,0.2941363184945658,ET,,,,,,
1030500,2002-03-31,0.8147088676814287,0.7169303679838777,ET,,,,,,
1030500,2002-04-30,1.0948708200994788,1.6542162969708443,ET,,,,,,
1030500,2002-05-31,1.359553844309942,2.520905231436094,ET,,,,,,
1030500,2002-06-30,2.698672432132798,3.129716731607914,ET,,,,,,
1030500,2002-07-31,3.8532532809971833,3.410954713821411,ET,,,,,,
1030500,2002-08-31,3.5973029154431595,1.8978057317435741,ET,,,,,,
1030500,2002-09-30,2.317026165577995,1.5213686279021204,ET,,,,,,
1030500,2002-10-31,0.7636399217954096,1.0577488159760833,ET,,,,,,
1030500,2002-11-30,0.3682687121711512,0.49114225059747696,ET,,,,,,
1030500,2002-12-31,0.2775133711871517,0.22789119509980083,ET,,,,,,
1030500,2003-01-31,0.2457187855815905,0.10986712841895495,ET,,,,,,
1030500,2003-02-28,0.37805402409060945,0.20758849517005729,ET,,,,,,
1030500,2003-03-31,0.7724589126265955,0.6698673546084137,ET,,,,,,
1030500,2003-04-30,1.249728269011806,1.6045998334884644,ET,,,,,,
1030500,2003-05-31,1.4411922454605384,2.5096138765414557,ET,,,,,,
1030500,2003-06-30,2.942938552465992,3.2733245342969894,ET,,,,,,
1030500,2003-07-31,3.6120254539461856,2.093423230573535,ET,,,,,,
1030500,2003-08-31,3.2425224351291426,2.8349485248327255,ET,,,,,,
1030500,2003-09-30,2.2828326316893395,1.530417999252677,ET,,,,,,
1030500,2003-10-31,0.7132327934919399,1.160495505668223,ET,,,,,,
1030500,2003-11-30,0.41247253350911883,0.5337381685773531,ET,,,,,,
1030500,2003-12-31,0.32414772727272734,0.3139048789162189,ET,,,,,,
1030500,2004-01-31,0.2720480388925511,0.1525711613793419,ET,,,,,,
1030500,2004-02-29,0.38471377419548153,0.2371769983546983,ET,,,,,,
1030500,2004-03-31,0.7775167420746689,0.767801696434617,ET,,,,,,
1030500,2004-04-30,1.0081064226643495,1.6858682464808226,ET,,,,,,
1030500,2004-05-31,1.8460431398693595,2.720385864377022,ET,,,,,,
1030500,2004-06-30,3.020690507580752,2.6463512976964316,ET,,,,,,
1030500,2004-07-31,3.4516082878887757,2.7553878910839558,ET,,,,,,
1030500,2004-08-31,2.8673106310301435,2.613584231585264,ET,,,,,,
1030500,2004-09-30,2.141990958530593,2.2570534236729145,ET,,,,,,
1030500,2004-10-31,0.8108673668124888,0.8600999368354678,ET,,,,,,
1030500,2004-11-30,0.43125112362917245,0.47815120592713356,ET,,,,,,
1030500,2004-12-31,0.27994434290166,0.2893955814652145,ET,,,,,,
1030500,2005-01-31,0.26904064541259665,0.17461792541371324,ET,,,,,,
1030500,2005-02-28,0.41527086953916226,0.31846581419665654,ET,,,,,,
1030500,2005-03-31,0.8278012075268173,0.7403663422446698,ET,,,,,,
1030500,2005-04-30,1.1211099958051178,1.8712428137660027,ET,,,,,,
1030500,2005-05-31,1.4198073350512377,2.361336315671603,ET,,,,,,
1030500,2005-06-30,2.904177840534548,3.427279055118561,ET,,,,,,
1030500,2005-07-31,4.096864138251333,2.9683701545000076,ET,,,,,,
1030500,2005-08-31,3.60492074668904,2.281711323186755,ET,,,,,,
1030500,2005-09-30,2.1817541349553546,2.3269809260964394,ET,,,,,,
1030500,2005-10-31,0.8651223632168754,1.0454110717400908,ET,,,,,,
1030500,2005-11-30,0.4099566029444078,0.6005042300870022,ET,,,,,,
1030500,2005-12-31,0.3201054713249835,0.25063578854314983,ET,,,,,,
1030500,2006-01-31,0.23743089680589685,0.27461481373757124,ET,,,,,,
1030500,2006-02-28,0.4176140109066938,0.3567188000306487,ET,,,,,,
1030500,2006-03-31,0.7185243378078744,0.7515480401925743,ET,,,,,,
1030500,2006-04-30,1.0234141846946725,1.8193593211472034,ET,,,,,,
1030500,2006-05-31,1.637393130380935,2.809105396270752,ET,,,,,,
1030500,2006-06-30,2.9479486276742373,3.5453588515520096,ET,,,,,,
1030500,2006-07-31,3.7661102205309525,3.4612769931554794,ET,,,,,,
1030500,2006-08-31,3.107066503865285,2.778153609484434,ET,,,,,,
1030500,2006-09-30,1.919082781506562,1.6365276500582695,ET,,,,,,
1030500,2006-10-31,0.6735864745011086,1.0977908577769995,ET,,,,,,
1030500,2006-11-30,0.43177623299574525,0.5953982248902321,ET,,,,,,
1030500,2006-12-31,0.2940486980883322,0.35814422834664583,ET,,,,,,
1030500,2007-01-31,0.26126176065200457,0.25061663981250604,ET,,,,,,
1030500,2007-02-28,0.3669244771378918,0.15019068979540862,ET,,,,,,
1030500,2007-03-31,0.8017635359860971,0.8060864493345434,ET,,,,,,
1030500,2007-04-30,1.1967772442620004,1.6330294199287891,ET,,,,,,
1030500,2007-05-31,1.5205324504104993,2.573721418778102,ET,,,,,,
1030500,2007-06-30,3.2162791394498713,3.151117369532585,ET,,,,,,
1030500,2007-07-31,3.599698492838737,2.5880282297730446,ET,,,,,,
1030500,2007-08-31,3.414786023551268,2.40649145655334,ET,,,,,,
1030500,2007-09-30,2.261969459759094,1.7081543002277613,ET,,,,,,
1030500,2007-10-31,0.754564930784443,0.9611783996224403,ET,,,,,,
1030500,2007-11-30,0.4042458200994787,0.5322794914245605,ET,,,,,,
1030500,2007-12-31,0.27796881554503505,0.19132117356639355,ET,,,,,,
1030500,2008-01-31,0.24168214777970878,0.21576587245158407,ET,,,,,,
1030500,2008-02-29,0.40612846077785103,0.2913523116374108,ET,,,,,,
1030500,2008-03-31,0.7481344010307425,0.5816882879007608,ET,,,,,,
1030500,2008-04-30,1.3379545080002397,2.0815230943262577,ET,,,,,,
1030500,2008-05-31,1.7253337178642056,2.7454838268458843,ET,,,,,,
1030500,2008-06-30,3.3495617846227606,3.287358154853185,ET,,,,,,
1030500,2008-07-31,3.9152982111823578,2.9772893749177456,ET,,,,,,
1030500,2008-08-31,3.081382775513873,3.056191362440586,ET,,,,,,
1030500,2008-09-30,2.102523296578175,1.6384740751236677,ET,,,,,,
1030500,2008-10-31,0.7607978890753282,1.1099748332053423,ET,,,,,,
1030500,2008-11-30,0.4006696829867562,0.5486238524317741,ET,,,,,,
1030500,2008-12-31,0.2680404281776233,0.2701482842837777,ET,,,,,,
1030500,2009-01-31,0.22671353448792475,0.13136729198413377,ET,,,,,,
1030500,2009-02-28,0.4169847785701445,0.25064546211660854,ET,,,,,,
1030500,2009-03-31,0.8485684964343501,0.7994267046451569,ET,,,,,,
1030500,2009-04-30,1.231236516449931,1.8942746575921774,ET,,,,,,
1030500,2009-05-31,1.6340172489562734,2.864939267436663,ET,,,,,,
1030500,2009-06-30,2.803553289986217,3.065254658460617,ET,,,,,,
1030500,2009-07-31,3.356931855636124,3.223061978816986,ET,,,,,,
1030500,2009-08-31,3.743733332833943,3.201249849051237,ET,,,,,,
1030500,2009-09-30,2.076447608917121,1.5055673867464066,ET,,,,,,
1030500,2009-10-31,0.6438462575657697,0.9430970204994082,ET,,,,,,
1030500,2009-11-30,0.43242194522682337,0.5977133649090925,ET,,,,,,
1030500,2009-12-31,0.29087238568945883,0.2650878662825562,ET,,,,,,
1030500,2010-01-31,0.22480336489482833,0.2071990424301475,ET,,,,,,
1030500,2010-02-28,0.45846092766824476,0.37337677751202136,ET,,,,,,
1030500,2010-03-31,0.825488965961527,0.9650653544813395,ET,,,,,,
1030500,2010-04-30,1.2071026472703301,1.8313974738121033,ET,,,,,,
1030500,2010-05-31,2.2892780807414956,2.8349652091662088,ET,,,,,,
1030500,2010-06-30,3.02971493527896,3.2642021849751472,ET,,,,,,
1030500,2010-07-31,3.753874273386469,3.0834050104022026,ET,,,,,,
1030500,2010-08-31,3.4380046967699407,1.5098432004451752,ET,,,,,,
1030500,2010-09-30,2.259942994546653,1.7953048571944237,ET,,,,,,
1031500,2002-01-31,0.3601151394043201,0.18469320920606455,ET,,,,,,
1031500,2002-02-28,0.45763185127033973,0.29410741792526096,ET,,,,,,
1031500,2002-03-31,0.9004362332286612,0.615353939589113,ET,,,,,,
1031500,2002-04-30,1.2445100628033114,1.5784566700458527,ET,,,,,,
1031500,2002-05-31,1.3937351317917976,2.106002082427343,ET,,,,,,
1031500,2002-06-30,2.7261739937196685,2.740246832370758,ET,,,,,,
1031500,2002-07-31,3.712114616043392,2.543398216366768,ET,,,,,,
1031500,2002-08-31,3.7329039394804457,1.2195309726521373,ET,,,,,,
1031500,2002-09-30,2.4753693262917498,1.4373939530923963,ET,,,,,,
1031500,2002-10-31,0.8047129246360264,0.9548836257308722,ET,,,,,,
1031500,2002-11-30,0.4155461984965268,0.43850327158967656,ET,,,,,,
1031500,2002-12-31,0.3162789037967456,0.21022197656566277,ET,,,,,,
1031500,2003-01-31,0.2829815515272624,0.10375710822904693,ET,,,,,,
1031500,2003-02-28,0.4227117827576363,0.191557880776827,ET,,,,,,
1031500,2003-03-31,0.8931924421924065,0.6288776454301797,ET,,,,,,
1031500,2003-04-30,1.1854446188980874,1.5404212912544608,ET,,,,,,
1031500,2003-05-31,1.3948936625749357,2.206940849622091,ET,,,,,,
1031500,2003-06-30,2.848938409934342,2.924036167562008,ET,,,,,,
1031500,2003-07-31,3.6583758564087927,2.362177925184369,ET,,,,,,
1031500,2003-08-31,3.3896338852412224,2.5748081728816032,ET,,,,,,
1031500,2003-09-30,2.348640451041964,1.5715777520090342,ET,,,,,,
1031500,2003-10-31,0.6957812946046246,1.0825876342132688,ET,,,,,,
1031500,2003-11-30,0.44152750023789133,0.49710741577049095,ET,,,,,,
1031500,2003-12-31,0.334655117042535,0.2858480996801518,ET,,,,,,
1031500,2004-01-31,0.3219249571795604,0.1260544890063784,ET,,,,,,
1031500,2004-02-29,0.4602885027119612,0.21289800755300803,ET,,,,,,
1031500,2004-03-31,0.8996538681130459,0.7225762135349214,ET,,,,,,
1031500,2004-04-30,1.0297361190408223,1.6241638455539942,ET,,,,,,
1031500,2004-05-31,1.938166393091636,2.5207050293684006,ET,,,,,,
1031500,2004-06-30,3.2872145304025118,2.388147220015526,ET,,,,,,
1031500,2004-07-31,3.5098219383385674,2.7102492675185204,ET,,,,,,
1031500,2004-08-31,3.060518662574936,2.9759015813469887,ET,,,,,,
1031500,2004-09-30,2.333665786468741,2.0046348348259926,ET,,,,,,
1031500,2004-10-31,0.8148033828147302,0.7663116129115224,ET,,,,,,
1031500,2004-11-30,0.4910814539918165,0.45731590626140434,ET,,,,,,
1031500,2004-12-31,0.2888541964030831,0.2540600773281767,ET,,,,,,
1031500,2005-01-31,0.32056630031401656,0.16827569354711613,ET,,,,,,
1031500,2005-02-28,0.5125722594918641,0.30377425080303055,ET,,,,,,
1031500,2005-03-31,0.9124553953753926,0.5831438790524999,ET,,,,,,
1031500,2005-04-30,1.1736056594347701,1.83704387024045,ET,,,,,,
1031500,2005-05-31,1.3624310115139406,2.0485795636971793,ET,,,,,,
1031500,2005-06-30,2.911556166143306,2.9813117384910583,ET,,,,,,
1031500,2005-07-31,4.196175599486155,3.1850127577781677,ET,,,,,,
1031500,2005-08-31,3.6072901798458465,2.7101301178336143,ET,,,,,,
1031500,2005-09-30,2.301810947759064,2.105141941457987,ET,,,,,,
1031500,2005-10-31,0.8916544747359406,0.9642993621528149,ET,,,,,,
1031500,2005-11-30,0.44543962318013136,0.5157517834256092,ET,,,,,,
1031500,2005-12-31,0.31234388381387385,0.2220385557739064,ET,,,,,,
1031500,2006-01-31,0.2764942549243506,0.2499290977139026,ET,,,,,,
1031500,2006-02-28,0.45794586782757646,0.3262596062850207,ET,,,,,,
1031500,2006-03-31,0.7858754995717956,0.6704144539544359,ET,,,,,,
1031500,2006-04-30,1.0504362332286612,1.60005440749228,ET,,,,,,
