basin_id,n_twsa,r_asrz_twsa,n_sm,r_asrz_sm,r_sa_sm,lat,lon,area_km2,p_mean,pet_mean,p_seasonality,frac_snow,aridity,high_prec_freq,high_prec_dur,low_prec_freq,low_prec_dur,elev_mean,slope_mean,area_gages2,frac_forest,lai_max,lai_diff,gvf_max,gvf_diff,dom_land_cover_frac,dom_land_cover,root_depth_50,soil_depth_pelletier,soil_depth_statsgo,soil_porosity,soil_conductivity,max_water_content,sand_frac,silt_frac,clay_frac,geol_1st_class,glim_1st_class_frac,geol_2nd_class,glim_2nd_class_frac,carbonate_rocks_frac,geol_porostiy,geol_permeability,NSE,KGE,R2,FLV,FHV,low_flow_NSE,high_flow_NSE,ET_over_P,Q_over_P,alpha_mean,theta_cap_mean,aSrz_capacity_mm,mean_aSrz_mm,aridity_index,mean_lai,mean_realized_arz_mm,p95_realized_arz_mm,max_realized_arz_mm,mean_relative_soil_storage
1078000,0,,104,0.40037150743176764,0.4003715074317675,43.56646,-71.74786,222.46,3.5628884,2.1841445,0.1104821,0.23971853,0.6130264,21.45,1.1721312,234.5,3.616037,346.92,49.77182,222.46,0.9873,5.391687,4.5052986,0.89865065,0.42491138,0.80744356,7.0,0.23844661,3.639785,1.5,0.4038926,4.0254006,0.6189752,69.15741,22.806278,7.8482795,0.0,0.5356497,,0.45879018,0.0,0.011,-14.1061,0.8302189111709595,0.8322773773966295,0.8430068111843275,-14.59679319969067,-20.38490401773497,-4.949047088623047,0.7367138862609863,0.4247763481402585,0.5707463729670591,0.3696748316287994,146.2165985107422,116.15772247314452,72.91769409179688,0.6130263805389404,2.279695510864258,72.91769111867933,109.40213651657103,116.15771436691284,0.5472064808050976
1118300,0,,105,0.46589161910667687,0.4658916191066768,41.47482,-71.83424,10.36,3.8974304,2.310037,-0.03774319,0.11123248,0.5927077,21.5,1.2951807,244.6,4.0,36.7,8.76539,10.36,0.933,5.5821204,4.8075686,0.91130155,0.4692059,1.0,3.0,0.19,12.92,1.5,0.41429016,3.2710044,0.5917626,60.60784,28.750446,9.273388,0.0,0.75956714,,0.24043286,0.0,0.01,-14.1,0.7595688849687576,0.8500585559080109,0.7688698505976431,65.22168217870026,-10.563979049959022,-18.31210899353028,0.6558149456977844,0.3938888289317945,0.604052101928633,0.3443105220794678,160.5755615234375,135.39686584472656,86.13146209716797,0.5927076935768127,0.568051278591156,86.13147291238127,125.46611576080322,135.39688205718994,0.6005506681425233
1121000,0,,104,0.5347488951644388,0.5347488951644388,41.84371,-72.16897,70.25,3.7195907,2.3014085,0.0040983246,0.15422715,0.61872625,21.5,1.1977715,241.7,3.7213242,141.54,16.99385,70.25,0.9652,5.434685,4.823193,0.908561,0.49762723,0.9778111,3.0,0.19133133,8.962264,1.5,0.41727024,3.068218,0.5655593,55.813946,29.275112,9.166663,7.0,1.0,,0.0,0.0,0.01,-14.1,0.7698287516832352,0.7698624366616973,0.7759093308783817,79.14094633608701,-31.01815606829637,-7.611193656921387,0.6720961928367615,0.4497430208662145,0.549150038777048,0.3895280957221985,189.6417388916016,151.77633666992188,89.49256134033203,0.6187262535095215,2.2351205348968506,89.49256067089757,143.03572025299073,151.77634525299072,0.555398737164572
1123000,0,,105,0.49002008064207414,0.49002008064207425,41.67177,-72.0523,77.85,3.8242424,2.3063335,-0.0011900306,0.1360534,0.6030825,21.15,1.2332362,241.1,3.8793242,120.1,17.14893,77.85,0.9141,5.4030967,4.8061438,0.9074072,0.50689006,1.0,3.0,0.19,9.085107,1.5,0.41712278,3.0794594,0.5338498,52.746895,27.534637,8.689368,7.0,1.0,,0.0,0.0,0.01,-14.1,0.7333601117134094,0.7391725989841655,0.7921054032975859,-2.90073177042553,-7.594580033978135,-9.237184524536133,0.6452641189098358,0.4431509435653674,0.5553179157863039,0.3822240829467773,208.8883514404297,166.96641540527344,98.2917022705078,0.6030824780464172,2.246103048324585,98.29170998275488,154.9188663482666,166.96640968322754,0.5593859182701211
1134500,0,,97,0.3915077843712149,0.39150778437121486,44.51172,-71.83731,195.13,3.4674127,2.0916982,0.22867236,0.2805821,0.6032446,15.85,1.1527272,201.1,2.842403,450.54,47.54354,195.13,0.9963,4.9305506,4.273607,0.8862162,0.4767941,0.60380405,3.0,0.21348873,4.0740743,1.14386,0.43922737,1.7559531,0.47676677,42.585995,43.33541,12.724207,7.0,0.62242067,,0.3693336,0.0,0.0109,-14.1198,0.7717596739530563,0.8351119827935692,0.7718580131405848,48.01350314432702,-20.15146520078677,-5.13556718826294,0.6245855689048767,0.4008193499032612,0.594968268833689,0.296948492527008,75.852783203125,67.51903533935547,45.208473205566406,0.6032446026802063,1.9002509117126465,45.20847408078321,63.4078127861023,67.51903867721558,0.6354186762168658
1137500,0,,103,0.5609528236605648,0.5609528236605649,44.26867,-71.63036,228.55,3.9841917,2.144046,0.17164771,0.30181497,0.5381383,15.5,1.2809918,204.35,2.9897585,784.85,110.13062,228.55,0.9972,4.5414677,3.6582227,0.86579144,0.39354262,0.91161025,7.0,0.24469662,1.5610973,1.1980842,0.41981867,2.7776895,0.47573185,53.800583,30.326244,8.728079,0.0,0.7915799,,0.19814682,0.0,0.01,-14.1,0.7301724553108215,0.808127228155893,0.7305819953503363,-36.24237130825527,-9.932688067799791,-4.134786128997803,0.5658310353755951,0.3661341982730624,0.627817926199379,0.2984635531902313,124.92881774902344,97.6958465576172,67.81208038330078,0.5381382703781128,2.11991810798645,67.8120921856079,92.80977249145508,97.69586563110352,0.6157151287294339
1139000,99,0.7328083035302191,99,0.6437130555740909,0.6437130555740909,44.15034,-72.06509,246.33,3.1345475,2.1139803,0.23216172,0.24656267,0.6744132,18.65,1.169279,219.65,3.2277737,373.34,43.10796,246.33,0.9737,5.0694737,4.3895006,0.88009155,0.46734086,0.4523468,3.0,0.21286103,3.75,1.3516927,0.4369528,1.8867614,0.5636326,44.456615,42.322292,13.294092,4.0,0.52167875,,0.28685176,0.52167875,0.0371,-12.922,0.7733085602521896,0.8567958844962573,0.7750261124294539,32.144554533319905,-46.67041651703909,-1.9687860012054443,0.5858524143695831,0.4467621752491535,0.5486228010381206,0.3528995811939239,84.34678649902344,69.40083312988281,43.819122314453125,0.6744132041931152,2.2130331993103027,43.81911620616826,64.90270643234253,69.40082502365112,0.5570357874183268
1139800,0,,87,0.5692014651186167,0.5692014651186166,44.09284,-72.33565,22.8,3.3035154,2.1271853,0.22557908,0.26232898,0.64391565,19.45,1.1646707,225.55,3.278343,518.15,40.99895,22.8,1.0,5.2131257,4.633122,0.89903283,0.5260267,1.0,3.0,0.19,2.5106382,1.2302233,0.43580666,1.9362553,0.5179107,45.314804,41.821045,13.098176,4.0,1.0,,0.0,1.0,0.06,-11.8,0.6257767379283905,0.8071430412519762,0.659965025246828,30.91013957910437,-27.743014963927223,-9.33808135986328,0.3192242980003357,0.4246457799165523,0.5715369700635822,0.3320407569408417,101.958251953125,86.54106903076172,56.50483703613281,0.6439156532287598,2.038743019104004,56.50482770225649,81.83439350128174,86.5410509109497,0.6047277429468169
1142500,0,,97,0.4660586650009413,0.46605866500094145,43.93451,-72.65788,82.17,3.3146708,2.1470468,0.17461991,0.2523079,0.6477406,19.8,1.1282052,224.75,3.206134,346.62,46.92575,82.17,0.9799,4.886292,4.237053,0.8848195,0.49340397,0.60496926,11.0,0.1839503,2.8768115,1.4560044,0.43802035,1.7786429,0.6224793,43.406597,41.92858,14.438576,4.0,0.7645014,,0.09795832,0.7645014,0.0585,-12.5655,0.7393937110900879,0.8195817649322779,0.7571902859761914,39.79152120338004,-29.403234571461123,-3.579024314880371,0.5937492251396179,0.4144730487331948,0.5816664466730311,0.3182307183742523,143.75570678710938,107.64944458007812,70.05455017089844,0.6477406024932861,0.4620721042156219,70.05454274167282,99.7264669418335,107.64944744110107,0.5859965008194596
1144000,99,0.7589019613850011,100,0.5734309826885596,0.5734309826885595,43.71424,-72.41815,1790.24,3.4208596,2.1577404,0.19115016,0.24846634,0.63075966,19.05,1.1339285,225.15,3.3159058,459.8,60.29261,1790.24,0.9813,5.1640344,4.4950814,0.89722157,0.49294683,0.731156,3.0,0.19602983,2.1067994,1.3487867,0.43602893,1.8766245,0.5666796,44.95952,41.25753,13.082396,7.0,0.66346925,,0.32370672,0.32370672,0.0273,-13.3802,0.7972583919763565,0.8624577969186111,0.8011288142594427,11.274276904770046,-32.74812553880292,-2.888587951660156,0.6594664454460144,0.4128139746643922,0.5832745872218591,0.3287098407745361,84.68396759033203,75.51873779296875,48.15080261230469,0.6307596564292908,2.012979507446289,48.15080126699554,70.23837461471557,75.51873731613159,0.60892819822882
1162500,0,,103,0.5611693448266608,0.5611693448266608,42.68259,-72.11508,49.71,3.7835345,2.2574904,0.047446147,0.22676918,0.59666175,21.1,1.1467391,240.45,3.6349206,310.07,18.45782,49.71,0.9663,5.402682,4.149712,0.88447267,0.33293527,1.0,7.0,0.25,9.323077,1.5,0.40876183,3.658028,0.60439706,65.48676,25.589571,8.775572,0.0,0.7960529,,0.20394714,0.0,0.01,-14.1,0.792098343372345,0.8187363557655081,0.7961143221641068,12.952884081831336,-26.69511242800052,-8.191055297851562,0.6245207786560059,0.4584138911246712,0.5393487328452056,0.4070574939250946,194.7779235839844,154.70120239257812,90.13907623291016,0.5966617465019226,2.457942247390747,90.13907074410456,143.91848258972166,154.70120811462402,0.5342776287289474
1169000,99,0.7774511754373712,103,0.25884410542811176,0.25884410542811176,42.63842,-72.72509,230.64,3.9211664,2.2525165,0.06382825,0.2389726,0.5744507,19.6,1.1264368,228.15,3.4411764,374.89,49.54362,230.64,0.997,5.378126,4.60685,0.9041424,0.45568448,0.9887832,7.0,0.24932699,3.9556136,1.2031819,0.4399412,1.7034568,0.5133627,42.507763,40.643326,12.696712,7.0,0.89439046,,0.08591766,0.019691866,0.0204,-14.2609,0.75665482878685,0.8158395338226485,0.7567306493595364,13.498245302784868,-31.141864475950623,-2.794356346130371,0.6327599585056305,0.4081821471318818,0.5884365098917517,0.3395252525806427,164.93959045410156,126.2920379638672,78.08065032958984,0.574450671672821,2.347780704498291,78.08064745411993,118.18591289520262,126.292010307312,0.5595124839518862
1170100,0,,103,0.3632546962040104,0.3632546962040104,42.70342,-72.67065,106.99,3.8945818,2.2427874,0.065519094,0.23465374,0.57587373,19.95,1.1083333,226.35,3.3733234,325.71,49.33091,106.99,0.997,5.3840637,4.6199365,0.8998123,0.45679456,0.8582194,7.0,0.24149317,3.6540542,1.1863254,0.43189478,2.0428257,0.49174264,48.43241,40.004753,11.705966,7.0,0.53844005,,0.3187741,0.3187741,0.0416,-13.7095,0.741663932800293,0.7456118584912106,0.7483158520657366,19.86837841554756,-31.62078843933225,-2.999684333801269,0.5709742605686188,0.4353686510182214,0.561890632765213,0.3521131575107574,187.6934814453125,147.38331604003906,91.4775848388672,0.5758737325668335,2.371295928955078,91.47758618226167,137.58876419067383,147.38332748413086,0.5777100149910932
1181000,0,,104,0.37782264657216535,0.37782264657216524,42.23731,-72.89565,243.5,3.815024,2.2660987,0.09193231,0.21756305,0.5939933,20.4,1.1590909,231.1,3.4544096,417.93,33.2844,243.5,0.9944,5.38599,4.7032433,0.90314347,0.48189613,0.7995627,3.0,0.20202623,5.0275,1.185016,0.4323548,2.0394828,0.48430133,47.767475,38.686314,12.180117,7.0,0.8242553,,0.16524756,0.002995176,0.0112,-14.1061,0.7649260312318802,0.7583348338712568,0.7727037814883029,10.29064532058544,-37.99162530189439,-3.455461978912353,0.662293553352356,0.4135135228778634,0.5833828740302864,0.3464254438877105,158.02745056152344,130.5263214111328,78.58763885498047,0.5939933061599731,2.2873122692108154,78.58763659794545,120.80904941558836,130.5263376235962,0.5736132064830233
1187300,0,,104,0.38194528138571326,0.38194528138571326,42.03732,-72.93899,53.92,3.9506078,2.2805977,0.08736295,0.20126933,0.5772777,21.15,1.1815642,236.55,3.6086957,309.1,38.2676,53.92,0.9932,5.397199,4.535364,0.89126354,0.41444245,0.8672478,3.0,0.19796513,6.9565215,1.2396815,0.4339832,1.8588618,0.507236,47.012993,32.157307,11.509022,10.0,0.7094793,,0.143617,0.0,0.1377,-14.8804,0.6895591616630554,0.706360697594426,0.6969961155188954,52.39430750222698,-48.714378999299775,-12.078749656677246,0.5776081085205078,0.41052937638282,0.5859267140807407,0.349226176738739,170.4371337890625,141.28775024414062,86.00611114501953,0.5772777199745178,2.3950090408325195,86.00612349979285,132.0943645477295,141.28777885437012,0.5949390210918797
1195100,0,,86,0.4830229410169091,0.48302294101690924,41.30593,-72.5312,14.84,3.6824818,2.3539932,-0.002279652,0.10604289,0.6392409,22.6,1.2804532,252.8,4.188898,19.17,7.9307,14.84,0.9171,5.4695797,4.831465,0.90706795,0.4970493,0.9794416,3.0,0.18979442,14.44,1.5,0.41703823,3.0900793,0.5945077,58.888477,30.578081,9.53959,7.0,1.0,,0.0,0.0,0.01,-14.1,0.6395419836044312,0.6370683173320915,0.6853181340356477,89.3843360160064,-28.29623214773416,-65.14871215820312,0.5579898655414581,0.4198205510349566,0.5780191005993809,0.3592405617237091,218.37831115722656,175.10012817382812,110.3128890991211,0.6392409205436707,0.5832858681678772,110.3128580363873,162.03073806762688,175.10011672973633,0.6006334994130426
1333000,0,,101,0.4791215095739676,0.4791215095739676,42.70897,-73.19677,112.16,3.7046392,2.2127185,0.14631474,0.22224496,0.59728307,19.0,1.2101911,227.9,3.4091249,485.91,74.78725,112.16,0.9844,5.010562,4.424147,0.89490956,0.5191467,1.0,3.0,0.19,2.837838,0.89426947,0.4451197,1.5421009,0.38436598,38.44173,47.166515,14.305504,7.0,0.6633585,,0.31236273,0.31236273,0.0302,-13.3765,0.6884970963001251,0.7833503967601262,0.6899084972980114,17.935231666250935,-47.55683264611165,-3.8191614151000977,0.4403571486473083,0.4102596417876399,0.5854765709071429,0.3242850303649902,110.73094940185548,97.21376037597656,63.40575408935547,0.5972830653190613,1.9295083284378047,63.40575364176038,92.01607904434204,97.21374750137328,0.6218020962111943
1350000,99,0.5853595776844125,105,0.7152157886559738,0.7152157886559737,42.31953,-74.43654,612.51,3.869796,2.246002,0.11181971,0.23115966,0.5803929,20.4,1.1724138,235.9,3.5287957,612.78,88.25169,612.51,0.9966,5.052584,4.338214,0.88675976,0.4653731,1.0,3.0,0.19,1.9240891,1.0560719,0.45319012,1.2652594,0.453997,33.154682,43.300533,12.7844305,10.0,0.9994498,,0.0005502073,0.0,0.1897,-15.2049,0.6948266625404358,0.7842802713267665,0.7024022239821774,-34.34968037480006,-24.54152284052724,-13.599287033081056,0.5925455689430237,0.3730144067156928,0.6219774357124883,0.315916508436203,112.5755615234375,100.73583984375,63.64652633666992,0.5803928971290588,2.030884265899658,63.64650587488165,93.71039657592772,100.73582077026369,0.6411660760869056
1350080,0,,96,0.6333902361315185,0.6333902361315182,42.37703,-74.41292,83.84,3.4928255,2.2390327,0.1450648,0.22115658,0.6410377,20.0,1.1661807,235.75,3.4694629,587.35,60.00338,83.84,0.994,5.013337,4.144402,0.8775243,0.42920148,1.0,3.0,0.19,3.0547945,1.2110811,0.45188695,1.2680975,0.5249551,33.34908,46.222843,13.808844,10.0,0.99765223,,0.002347794,0.0,0.1802,-15.3774,0.4657124876976013,0.6053938009464839,0.6185669423696951,-95.66202202826936,-16.997706821087245,-30.028432846069336,0.2889921069145202,0.4127804654320073,0.5819455115475408,0.3497029840946197,115.85419464111328,99.0462875366211,60.15977478027344,0.6410377025604248,2.2122673988342285,60.159786816865214,92.91153354644776,99.04630374908449,0.6047008292100984
1350140,0,,101,0.7499471685584811,0.749947168558481,42.42897,-74.47293,43.76,3.5014224,2.2405012,0.15749326,0.21985903,0.6398831,18.4,1.1794872,227.4,3.2837546,579.74,61.8248,43.76,0.991,5.0459585,4.268879,0.8866447,0.45989975,0.99029064,3.0,0.1899029,3.2222223,0.9144853,0.46182317,1.0605406,0.3638939,22.780972,49.36986,13.586577,10.0,0.99789304,,0.0021069797,0.0,0.1573,-15.8034,0.4703546166419983,0.5662875594376056,0.5617883076193827,-22.18486762788301,-41.862344854904215,-21.780630111694336,0.358371376991272,0.4178666360096806,0.5759388606659048,0.3502833247184753,105.70744323730467,92.86544036865234,57.64943313598633,0.6398831009864807,2.344235181808472,57.64943880616237,87.64509229660034,92.86544752120972,0.6100678171180067
1365000,0,,105,0.6016292809726914,0.6016292809726914,41.86648,-74.4871,99.57,4.211436,2.3029542,0.1221739,0.20227021,0.5468335,19.4,1.1722054,230.15,3.4223049,465.17,51.87268,99.57,1.0,5.240054,4.6327267,0.90203685,0.50208706,1.0,3.0,0.19,0.9647059,0.69227797,0.46296304,1.0740963,0.30140752,26.218483,41.92431,12.991149,10.0,1.0,,0.0,0.0,0.19,-15.2,0.6511136889457703,0.8257042770696778,0.6841196730655007,-34.40476783435047,-27.546666967756927,-3.0445375442504883,0.4834383726119995,0.3577169445364196,0.6376007329678638,0.2952070236206054,113.53356170654295,101.65335845947266,69.2741470336914,0.5468335151672363,2.162531852722168,69.27413424516077,98.04935302734376,101.65335083007812,0.6805017384021075
1411300,0,,105,0.3699802063514886,0.3699802063514886,39.30694,-74.82056,79.32,3.1754496,2.5349438,0.048562206,0.048094854,0.7982945,22.85,1.3362573,261.7,4.6815743,15.25,2.0326,79.32,0.8487,5.353999,4.5743027,0.8938058,0.44048178,0.92463917,7.0,0.24547815,49.296,1.5,0.40786964,3.4599018,0.3654092,39.68934,14.098556,5.837616,11.0,1.0,,0.0,0.0,0.22,-13.0,0.6686813831329346,0.8086526710178141,0.7193636001735096,-15.964633335758707,-36.94719030535087,-1.329930305480957,0.5213111340999603,0.5703329582676372,0.429517695615465,0.5146230459213257,272.5219116210937,227.4975128173828,118.13029479980467,0.7982944846153259,1.2994143962860107,118.13030930595863,195.3006473541259,227.497522354126,0.4748972690517571
1413500,0,,104,0.7793242772314177,0.7793242772314177,42.14481,-74.65349,424.1,3.8325462,2.2347655,0.14660615,0.21690804,0.58310205,18.7,1.154321,224.6,3.190341,724.51,69.6517,424.1,0.9974,4.862056,4.308753,0.8828324,0.5235679,1.0,3.0,0.19,1.4942529,0.9179152,0.45459092,1.2408324,0.39529818,31.421572,47.224274,14.125661,10.0,0.9999059,,9.41252e-05,0.0,0.19,-15.1998,0.5864698886871338,0.682155436891613,0.7156607500544218,-52.368889631253445,-19.04206433676364,-7.498442649841309,0.4205753803253174,0.3763960963607531,0.6182806836877949,0.3059891760349273,106.14845275878906,93.24469757080078,62.203392028808594,0.5831020474433899,1.8176499605178835,62.20340211697359,89.59631671905517,93.24471378326416,0.6661669835583586
