basin_id,date,SNOWPACK_mm,MELTWATER_mm,Sa_mm,GW_mm,TWS_sim_mm,TWSA_sim_mm
1013500,1999-04-30,146.468,9.781041,92.0819475809733,54.804867,303.13585410118105,113.472825878468
1013500,1999-05-31,3.4658952,0.23661052,72.67620468139648,39.470573,115.84928321593014,-73.81374500678291
1013500,1999-06-30,7.243366e-05,7.7850214e-05,30.577177174886067,32.727707,63.30503366857762,-126.35799455413543
1013500,1999-07-31,7.2409726e-05,7.7850265e-05,28.96959883166898,38.335526,67.30527485047412,-122.35775337223893
1013500,1999-08-31,7.2442526e-05,7.7850025e-05,36.39790344238281,51.66541,88.06346466889532,-101.59956355381773
1013500,1999-09-30,7.246831e-05,7.785121e-05,61.510365041097,68.9094,130.41991591909465,-59.2431123036184
1013500,1999-10-31,0.015253278,0.00016003546,87.84191968364101,88.71608,176.57340975656976,-13.089618466143293
1013500,1999-11-30,2.20387,0.042061638,99.39162851969401,90.859375,192.49693537465694,2.8339071519438903
1013500,1999-12-31,16.61058,0.02808042,106.99869118967364,82.29992,205.9372747897585,16.274246567045452
1013500,2000-01-31,88.467064,0.00010473462,104.79706302765877,58.966232,252.23046495033134,62.567436727618286
1013500,2000-02-29,182.91043,0.63227093,101.79305898732153,48.49905,333.8348099016015,144.17178167888844
1013500,2000-03-31,210.37386,7.3340917,99.86561929025957,56.636395,374.2099568228568,184.54692860014373
1013500,2000-04-30,88.776024,5.5947604,110.65409825642904,76.17625,281.2011345545451,91.53810633183204
1013500,2000-05-31,5.977681,0.40374184,99.79457239950857,58.06634,164.24233871492822,-25.42068950778483
1013500,2000-06-30,7.2502466e-05,7.7850804e-05,55.26969820658366,39.776726,95.04657191292718,-94.61645630978587
1013500,2000-07-31,7.241695e-05,7.784991e-05,48.445305485879224,49.711098,98.15655568501403,-91.50647253769903
1013500,2000-08-31,7.242347e-05,7.785038e-05,37.44386888319446,56.623993,94.068010723369,-95.59501749934405
1013500,2000-09-30,7.256193e-05,7.785167e-05,26.228046735127766,54.34336,80.57155652373355,-109.0914716989795
1013500,2000-10-31,1.0073291,0.029058564,43.469902653847974,55.965855,100.47214468658785,-89.1908835361252
1013500,2000-11-30,1.9726756,0.05702757,68.46169662475586,64.51867,135.0100730380354,-54.652955184677666
1013500,2000-12-31,54.92459,0.011857911,79.27391987462198,58.381145,192.59151829592344,2.9284900732103836
1013500,2001-01-31,114.53368,0.00010474517,81.28864066831527,46.33411,242.15654314199608,52.49351491928303
1013500,2001-02-28,164.17955,0.000104751976,77.1168599809919,37.930492,279.2270062150788,89.56397799236575
1013500,2001-03-31,205.0183,0.19977221,69.55179620558216,33.598408,308.36828158754616,118.70525336483311
1013500,2001-04-30,191.03154,4.560066,71.7200813293457,39.35655,306.66823706203166,117.00520883931861
1013500,2001-05-31,3.8166342,0.26763934,73.13319569249308,41.614582,118.83204955143259,-70.83097867128046
1013500,2001-06-30,7.247644e-05,7.785051e-05,44.29040044148763,33.76316,78.05370931233628,-111.60931891037677
1013500,2001-07-31,7.2408824e-05,7.785043e-05,39.32648000409526,42.823223,82.14985177765114,-107.51317644506192
1013500,2001-08-31,7.241938e-05,7.7850185e-05,16.07969065635435,44.363453,60.44329740588822,-129.21973081682484
1013500,2001-09-30,7.2516734e-05,7.785105e-05,34.29985008239746,47.9688,82.26879737096654,-107.39423085174651
1013500,2001-10-31,7.609746e-05,7.78199e-05,57.94540306829637,60.617523,118.5630804251287,-71.09994779758435
1013500,2001-11-30,1.9057617,0.0005330672,70.8299774169922,65.219444,137.9557183454507,-51.70730987726236
1013500,2001-12-31,12.333619,0.20155862,82.140380859375,66.80827,161.483827520463,-28.179200702250057
1013500,2002-01-31,49.431854,0.00024123437,80.09140359201739,53.01405,182.5375470662874,-7.12548115642565
1013500,2002-02-28,107.0971,0.20389676,77.00949341910226,45.1369,229.4473936517318,39.78436542901875
1013500,2002-03-31,149.34567,0.5523529,75.77009065689579,44.303516,269.97162713315606,80.30859891044301
1013500,2002-04-30,69.8387,4.337567,96.08833440144856,57.73882,228.0034143249194,38.34038610220634
1013500,2002-05-31,0.9516284,0.06433335,87.38773149059665,42.49272,130.89641605968393,-58.76661216302912
1013500,2002-06-30,7.253788e-05,7.785086e-05,55.60758476257324,36.386112,91.99384761875795,-97.6691806039551
1013500,2002-07-31,7.242941e-05,7.785053e-05,45.24956450923796,46.586292,91.83600668685516,-97.8270215358579
1013500,2002-08-31,7.242678e-05,7.785109e-05,17.978350977743826,41.039753,59.018251754719046,-130.644776467994
1013500,2002-09-30,7.250262e-05,7.785137e-05,37.52251516977946,46.14147,83.66413853097596,-105.99888969173709
1013500,2002-10-31,0.34502098,0.005877791,50.82424643731886,54.656124,105.83126735208076,-83.8317608706323
1013500,2002-11-30,18.60853,0.16083913,71.81792119344075,62.8666,153.45389086080274,-36.20913736191031
1013500,2002-12-31,64.85987,0.0010343632,79.16153274043914,56.35391,200.37634519950134,10.713316976788292
1013500,2003-01-31,93.68832,0.00010473772,78.2453856929656,45.161827,217.09563238665154,27.432604163938493
1013500,2003-02-28,156.82716,0.00010474648,75.67202758789062,37.397484,269.89678230864826,80.2337540859352
1013500,2003-03-31,197.21399,1.7603083,73.28141194005167,35.31525,307.5709642645626,117.90793604184952
1013500,2003-04-30,140.3182,6.0628066,85.27703196207682,45.09389,276.7519416888555,87.08891346614243
1013500,2003-05-31,5.555689,0.37763858,89.1179435483871,46.24028,141.29155280359274,-48.371475419120316
1013500,2003-06-30,7.247848e-05,7.7851495e-05,49.4902317682902,33.716896,83.20727783750384,-106.45575038520921
1013500,2003-07-31,7.240869e-05,7.7849945e-05,37.9831363924088,38.072678,76.0559668475032,-113.60706137520985
1013500,2003-08-31,7.243836e-05,7.785071e-05,62.303890720490486,71.24823,133.55226815977363,-56.11076006293942
1013500,2003-09-30,7.253304e-05,7.785043e-05,32.42174123128255,62.17537,94.59726100460271,-95.06576721811034
1013500,2003-10-31,1.7869952,0.032824688,79.54914093017578,78.53445,159.9034050463942,-29.759623176318854
1013500,2003-11-30,3.7992668,0.053728767,104.03566411336263,90.953026,198.84168656266507,9.178658339952023
1013500,2003-12-31,53.885284,0.82025576,109.69398350869456,75.77163,240.17115436045987,50.508126137746814
1013500,2004-01-31,107.68121,0.22038423,109.222899406187,56.237804,273.3623018020456,83.69927357933253
1013500,2004-02-29,144.86584,0.000104747414,105.42426931446997,41.719124,292.0093336839757,102.34630546126263
1013500,2004-03-31,160.50589,1.5614761,96.36965154832409,38.79225,297.229271441097,107.56624321838396
1013500,2004-04-30,68.84056,4.4865007,103.85888748168945,55.704422,232.89037632147472,43.22734809876167
1013500,2004-05-31,7.27029e-05,7.790277e-05,78.7783347099058,38.648617,117.42710456742944,-72.23592365528361
1013500,2004-06-30,7.254773e-05,7.785077e-05,51.08898061116536,33.05023,84.13935970076417,-105.52366852194888
1013500,2004-07-31,7.241765e-05,7.784993e-05,49.9052495648784,47.865158,97.77055975933669,-91.89246846337636
1013500,2004-08-31,7.24346e-05,7.785046e-05,57.57024174351846,63.909096,121.47948816191004,-68.18354006080301
1013500,2004-09-30,7.257464e-05,7.785121e-05,66.08467496236166,76.635475,142.72030258141314,-46.942725641299916
1013500,2004-10-31,0.007202965,7.814703e-05,55.036678068099484,69.49176,124.53571881919831,-65.12730940351474
1013500,2004-11-30,6.945693,0.09436876,71.40892028808594,71.1445,149.59348346995466,-40.06954475275839
1013500,2004-12-31,91.883224,0.003923601,84.1660894578503,64.90078,240.95401677796022,51.29098855524717
1013500,2005-01-31,158.15027,0.016933903,83.86935818579889,51.824474,293.86103239347887,104.19800417076581
1013500,2005-02-28,192.6998,0.038057357,81.90810012817383,44.73661,319.3825607602391,129.71953253752602
1013500,2005-03-31,285.34067,0.3487146,74.99345225672567,37.38276,398.0655951423025,208.40256691958947
1013500,2005-04-30,186.60588,9.990794,101.15415903727214,66.0262,363.77702344258626,174.1139952198732
1013500,2005-05-31,5.980636,0.40394074,101.7628892467868,63.3828,171.53026516497724,-18.132763057735815
1013500,2005-06-30,7.246029e-05,7.785099e-05,61.371643702189125,39.986885,101.35867921142805,-88.304349011285
1013500,2005-07-31,7.241658e-05,7.7850236e-05,31.093518103322676,35.78361,66.87727997538182,-122.78574824733123
1013500,2005-08-31,7.240573e-05,7.785046e-05,22.117096593303064,36.136116,58.25336484620657,-131.40966337650647
1013500,2005-09-30,7.254406e-05,7.785093e-05,64.87919947306315,55.589573,120.46892213876708,-69.19410608394597
1013500,2005-10-31,0.025270771,0.0013367622,94.27065695485761,86.790016,181.08727844657247,-8.575749776140583
1013500,2005-11-30,10.641558,0.13106279,111.18751347859701,88.398384,210.35851803226737,20.695489809554317
1013500,2005-12-31,44.389805,0.104115546,116.41807580763295,73.80445,234.71645007910715,45.053421856394095
1013500,2006-01-31,192.06325,2.0408337,114.25991649012411,53.55747,361.92146410540636,172.2584358826933
1013500,2006-02-28,252.79482,0.1944866,111.9913569859096,48.7022,413.68285885201556,224.0198306293025
1013500,2006-03-31,266.47055,5.195633,106.86762163715977,41.338135,419.8719347274758,230.20890650476272
1013500,2006-04-30,107.2687,7.1877975,109.99711659749349,58.36984,282.823456231753,93.16042800903998
1013500,2006-05-31,0.9020906,0.060989343,89.5908683038527,41.850864,132.40481195178995,-57.2582162709231
1013500,2006-06-30,7.243812e-05,7.785072e-05,53.59731864929199,34.087406,87.68487331637735,-101.9781549063357
1013500,2006-07-31,7.2372255e-05,7.785069e-05,40.81005096435547,43.3621,84.17230295752445,-105.4907252651886
1013500,2006-08-31,7.245908e-05,7.7850775e-05,31.802263259887695,50.070652,81.87306323975879,-107.78996498295426
1013500,2006-09-30,7.255775e-05,7.78508e-05,27.088107109069824,47.260075,74.3483303529014,-115.31469786981165
1013500,2006-10-31,0.030298289,7.843504e-05,79.05997368597215,79.627785,158.71813575350333,-30.94489246920972
1013500,2006-11-30,1.1372517,0.0045927223,105.63250071207682,91.215355,197.98970163328315,8.326673410570095
1013500,2006-12-31,17.681215,0.076389715,109.04376909809727,74.21221,201.01359098534368,11.35056276263063
1013500,2007-01-31,46.571648,0.39900357,110.69809895177042,65.51066,223.17940749626487,33.51637927355182
1013500,2007-02-28,78.84204,0.000104713676,109.34948131016323,45.526035,233.71766629924085,44.054638076527795
1013500,2007-03-31,145.90553,1.5156617,102.4113023819462,40.635788,290.4682714154896,100.80524319277654
1013500,2007-04-30,160.40964,4.9355474,97.43721389770508,53.583332,316.3657359162966,126.70270769358356
1013500,2007-05-31,11.43853,0.86216867,90.90611931585497,45.673306,148.88012103641134,-40.78290718630171
1013500,2007-06-30,7.246593e-05,7.785003e-05,42.13604520161947,33.83819,75.97438476979174,-113.68864345292131
1013500,2007-07-31,7.239954e-05,7.785095e-05,39.63555243707472,43.157207,82.7929110379569,-106.87011718475615
1013500,2007-08-31,7.2465744e-05,7.78504e-05,34.79536936360021,55.38421,90.1797310661472,-99.48329715656585
1013500,2007-09-30,7.255482e-05,7.785077e-05,32.09689025878906,56.184128,88.28116643749308,-101.38186178521997
1013500,2007-10-31,0.043859888,0.00090848166,55.58879033980831,65.552505,121.18606592620199,-68.47696229651106
1013500,2007-11-30,23.792309,0.2500099,94.37920506795247,87.0926,205.5141228794302,15.851094656717152
1013500,2007-12-31,94.47913,0.010677979,101.90712270429057,67.34674,263.7436800567957,74.08065183408266
1013500,2008-01-31,168.33018,1.8423965,102.3786867203251,56.20711,328.7583879492478,139.09535972653472
1013500,2008-02-29,293.90683,0.0036472015,99.33794613542229,43.05401,436.3024390213757,246.63941079866262
1013500,2008-03-31,413.3307,0.00010476057,90.339111328125,35.359703,539.0295872021316,349.3665589794185
1013500,2008-04-30,347.8619,12.612339,96.24037017822266,53.839413,510.5540383413434,320.89101011863033
1013500,2008-05-31,34.393665,1.8470246,103.64056421095326,71.57846,211.45971815217186,21.796689929458807
1013500,2008-06-30,7.247163e-05,7.785025e-05,70.30096015930175,43.99488,114.29599230184952,-75.36703592086353
1013500,2008-07-31,7.238448e-05,7.785035e-05,60.32654202368952,54.17808,114.50477278652538,-75.15825543618767
1013500,2008-08-31,7.2410076e-05,7.785026e-05,68.64970102617818,79.04929,147.69914505068652,-41.96388317202653
1013500,2008-09-30,7.2547766e-05,7.78509e-05,46.66302178700765,70.854774,117.51795022115111,-72.14507800156194
1013500,2008-10-31,0.73643917,0.015576128,75.36227343159337,87.548325,163.6626096539511,-26.000418568761944
1013500,2008-11-30,3.2245321,0.0028801763,96.58603134155274,96.95579,196.76922934493948,7.106201122226423
1013500,2008-12-31,77.57497,0.0017596756,101.26268399146295,79.197174,258.0365820164774,68.37355379376433
1013500,2009-01-31,156.2885,0.000104744475,99.54757148988786,59.763157,315.5993306808718,125.93630245815874
1013500,2009-02-28,206.38416,0.0011873917,96.37334414890834,48.875164,351.63385193598486,161.9708237132718
1013500,2009-03-31,271.5717,0.95405304,87.21549520184917,43.913223,403.65445910546777,213.9914308827547
1013500,2009-04-30,169.87546,9.797805,102.98003870646158,68.502396,351.1556893984477,161.49266117573464
1013500,2009-05-31,1.9764769,0.13354157,92.667235343687,55.991695,150.76895036126746,-38.894077861445595
1013500,2009-06-30,7.2481955e-05,7.785128e-05,55.208577728271486,40.399258,95.60798928180108,-94.05503894091197
1013500,2009-07-31,7.242419e-05,7.78499e-05,48.66996974329795,45.315914,93.98603454060621,-95.67699368210684
1013500,2009-08-31,7.2422314e-05,7.785029e-05,48.33788422615297,61.22928,109.56731441681487,-80.09571380589819
1013500,2009-09-30,7.257635e-05,7.785142e-05,27.59499022165934,56.988914,84.58405590212132,-105.07897232059173
1013500,2009-10-31,1.9365381,0.10040956,72.62489023516255,78.4326,153.0944420469539,-36.56858617575915
1013500,2009-11-30,0.16294143,7.9220044e-05,86.853577931722,83.01765,170.03424154775664,-19.628786674956416
1013500,2009-12-31,40.93788,0.067767434,100.76106582149383,78.9914,220.75811612302195,31.095087900308897
1013500,2010-01-31,107.16512,0.27247992,99.49945314468876,60.37958,267.316638850549,77.65361062783595
1013500,2010-02-28,124.26489,0.33828208,98.23414393833706,52.824055,275.6613727575456,85.99834453483257
1013500,2010-03-31,109.80961,4.2700143,94.58108225176412,57.20188,265.86258634444204,76.19955812172898
1013500,2010-04-30,19.475119,1.5329577,102.0034912109375,56.108776,179.12034388002238,-10.542684342690677
1013500,2010-05-31,7.262599e-05,7.7876546e-05,71.55709678896012,39.787792,111.34503752843293,-78.31799069428013
1013500,2010-06-30,7.248786e-05,7.7850535e-05,40.924749565124515,36.281227,77.20612383642074,-112.45690438629231
1013500,2010-07-31,7.2363095e-05,7.7851495e-05,37.37329679919827,46.58103,83.95447992059171,-105.70854830212134
1013500,2010-08-31,7.240852e-05,7.785048e-05,15.478061583734327,44.847603,60.32581111838696,-129.3372171043261
1013500,2010-09-30,7.253082e-05,7.785162e-05,57.91520620981852,61.11009,119.02544252467827,-70.63758569803478
1022500,1995-10-31,7.399219e-05,7.738719e-05,55.8893911300167,20.15425,76.04379141996375,-87.27736398542959
1022500,1995-11-30,0.34390518,0.0001439366,103.3221196492513,59.943523,163.60968900874528,0.28853360335193656
1022500,1995-12-31,54.71948,0.013639688,109.52402865502143,44.015434,208.27258436838582,44.95142896299248
1022500,1996-01-31,97.61121,0.38021025,109.80788126299458,43.720703,251.52000465556898,88.19884925017564
1022500,1996-02-29,89.46109,0.41047636,115.19078142889614,50.90854,255.97088341210224,92.6497280067089
1022500,1996-03-31,87.33447,0.74397117,113.76318482429751,48.880054,250.721686216336,87.40053081094266
1022500,1996-04-30,32.291447,0.52427465,108.15383834838867,41.397987,182.36754445457214,19.0463890491788
1022500,1996-05-31,7.253365e-05,7.742829e-05,89.87230214764995,36.13248,126.0049353766057,-37.31622002878764
1022500,1996-06-30,7.2311464e-05,7.7434e-05,63.740783309936525,36.019203,99.76013318968035,-63.561022215712995
1022500,1996-07-31,7.222969e-05,7.7436496e-05,65.24629949754284,48.253326,113.4997763180734,-49.82137908731994
1022500,1996-08-31,7.220792e-05,7.743678e-05,33.322536345451105,48.776836,82.09952152402876,-81.22163388136458
1022500,1996-09-30,7.240455e-05,7.7431105e-05,57.63439989089966,58.56167,116.19622066569087,-47.12493473970247
1022500,1996-10-31,7.2612216e-05,7.74273e-05,74.67376142932522,72.36299,147.03690329406174,-16.284252111331597
1022500,1996-11-30,4.930826,8.327686e-05,86.88671951293945,79.40888,171.2265060243153,7.905350618921972
1022500,1996-12-31,9.237194,0.048434477,110.72132528981855,95.69272,215.6996756333817,52.37852022798836
1022500,1997-01-31,49.375134,0.054132566,114.43896459764049,76.34798,240.21621314581364,76.8950577404203
1022500,1997-02-28,154.87344,0.56887805,108.09769221714565,58.924442,322.4644622664985,159.14330686110517
1022500,1997-03-31,195.63124,0.7968701,101.89112730949155,57.727104,356.04634652337955,192.7251911179862
1022500,1997-04-30,102.349815,1.9724914,108.98456522623698,66.70798,280.01484475185475,116.69368934646141
1022500,1997-05-31,0.6496868,0.008772747,96.46797081731981,52.832718,149.95914543421483,-13.362009971178509
1022500,1997-06-30,7.231675e-05,7.743365e-05,46.93846003214518,37.74407,84.68267741967138,-78.63847798572196
1022500,1997-07-31,7.218302e-05,7.7437544e-05,27.338094865122148,40.01527,67.35351705687889,-95.96763834851446
1022500,1997-08-31,7.2209325e-05,7.743674e-05,20.512279295152233,36.216568,56.72899594994669,-106.59215945544665
1022500,1997-09-30,7.241512e-05,7.7430836e-05,36.25932426452637,43.64986,79.9093341110866,-83.41182129430675
1022500,1997-10-31,7.480408e-05,7.758932e-05,34.8425536617156,43.140068,77.98277533985886,-85.33838006553448
1022500,1997-11-30,10.618842,0.0010491562,74.1395383199056,55.730488,140.48992056574934,-22.831234839643997
1022500,1997-12-31,55.38142,0.0060870736,82.97063421433971,51.89084,190.24897573915598,26.92782033376264
1022500,1998-01-31,184.67981,0.23130201,85.4815213603358,44.567867,314.9605021858665,151.63934678047318
1022500,1998-02-28,266.55563,1.8970062,94.70666749136788,52.31475,415.47407592928073,252.1529205238874
1022500,1998-03-31,195.76944,2.600919,114.04711495676348,62.886135,375.30360440669523,211.9824490013019
1022500,1998-04-30,48.253803,0.87563133,110.20189030965169,45.794434,205.12575962849078,41.80460422309744
1022500,1998-05-31,7.2449184e-05,7.7429824e-05,77.30147515573809,35.630424,112.93204928814802,-50.38910611724532
1022500,1998-06-30,7.239407e-05,7.743153e-05,46.68780632019043,29.048796,75.73675267237971,-87.58440273301363
1022500,1998-07-31,7.219659e-05,7.743716e-05,29.61289510419292,33.71475,63.32779404342845,-99.9933613619649
1022500,1998-08-31,7.220923e-05,7.743674e-05,13.19307441096152,28.310179,41.503402136855115,-121.81775326853823
1022500,1998-09-30,7.239152e-05,7.743148e-05,25.351384989420573,30.17837,55.529903635168495,-107.79125177022485
1022500,1998-10-31,7.2593255e-05,7.742691e-05,66.45616986674648,54.351383,120.80770026587045,-42.51345513952289
1022500,1998-11-30,0.08636463,7.7346376e-05,88.96963094075521,70.61006,159.66612845617857,-3.655026949214772
1022500,1998-12-31,11.850997,0.0006397054,94.6326914141255,63.65618,170.1405095690669,6.819354163673552
1022500,1999-01-31,120.265945,0.62042797,98.65058480539629,61.459927,280.9968856575602,117.67573025216686
1022500,1999-02-28,134.0524,0.93531466,109.98675537109375,68.69663,313.6710946865829,150.34993928118953
1022500,1999-03-31,150.19319,2.2432406,112.05019354051159,70.36962,334.85624912573445,171.5350937203411
1022500,1999-04-30,32.480877,0.5617329,102.79960632324219,45.910885,181.75310113188024,18.4319457264869
1022500,1999-05-31,7.244529e-05,7.743048e-05,58.15374029836347,32.294582,90.44847112595016,-72.87268427944318
1022500,1999-06-30,7.225163e-05,7.743547e-05,25.85426403681437,30.828981,56.68339601354189,-106.63775939185146
1022500,1999-07-31,7.2195464e-05,7.743716e-05,19.526892508229903,31.490604,51.01764721829245,-112.30350818710089
1022500,1999-08-31,7.2209325e-05,7.743674e-05,21.596241981752456,32.501286,54.09767773454575,-109.22347767084759
1022500,1999-09-30,7.228832e-05,7.743447e-05,54.57301174799601,49.52148,104.09464184035872,-59.22651356503462
1022500,1999-10-31,7.271363e-05,7.748176e-05,90.5553719305223,75.73044,166.2859602352708,2.9648048298774654
1022500,1999-11-30,0.36542547,0.0009329338,102.37084197998047,87.16582,189.90301866354565,26.58186325815231
1022500,1999-12-31,2.7063742,0.0039715385,111.81957490982548,83.10311,197.6330357894807,34.311880384087345
1022500,2000-01-31,18.55517,0.0022880647,114.6147931006647,70.92406,204.09630633852535,40.77515093313201
1022500,2000-02-29,82.85815,0.2977301,110.79655246076912,60.548073,254.50050306322524,91.1793476578319
1022500,2000-03-31,49.116398,0.6927435,112.09337788243448,72.72649,234.6289956048131,71.30784019941976
1022500,2000-04-30,0.3105613,0.004232492,107.22281926472982,61.019115,168.55672735811433,5.2355719527209885
1022500,2000-05-31,7.254672e-05,7.7428e-05,87.8623539094002,50.761005,138.62350879350632,-24.697646611887023
1022500,2000-06-30,7.232958e-05,7.743343e-05,51.70498301188151,42.659897,94.36503026127053,-68.95612514412281
1022500,2000-07-31,7.222168e-05,7.743637e-05,33.51858668173513,43.215275,76.73400770503847,-86.58714770035488
1022500,2000-08-31,7.221057e-05,7.743671e-05,20.385194224696004,40.12388,60.50922198181187,-102.81193342358148
1022500,2000-09-30,7.2446885e-05,7.743035e-05,32.823819669087726,43.676754,76.50072519715735,-86.82043020823599
1022500,2000-10-31,0.15569767,0.0017592018,53.36574148362683,55.23609,108.75928985235593,-54.56186555303741
1022500,2000-11-30,1.8842815,0.01319763,80.16917444864909,71.57105,153.63770822932324,-9.683447176070104
1022500,2000-12-31,24.73234,0.017357616,97.93028653052545,73.34837,196.02835605079576,32.70720064540242
1022500,2001-01-31,74.28461,0.0002964945,99.42816728161228,54.941914,228.65498234553314,65.3338269401398
1022500,2001-02-28,146.13713,0.06580932,91.5158361707415,43.044865,280.7636467323277,117.44249132693434
1022500,2001-03-31,172.13875,0.9418427,88.96337176907447,48.240807,310.2847713727012,146.96361596730785
1022500,2001-04-30,87.13463,1.4012319,100.31984532674154,57.111782,245.96748656307656,82.64633115768322
1022500,2001-05-31,7.257886e-05,7.7457706e-05,58.79090389128654,34.342075,93.1331310600454,-70.18802434534794
1022500,2001-06-30,7.227185e-05,7.743513e-05,34.03261013031006,32.510345,66.54310453333285,-96.77805087206049
1022500,2001-07-31,7.224799e-05,7.743557e-05,17.668656533764256,31.175936,48.84474116270787,-114.47641424268548
1022500,2001-08-31,7.2208066e-05,7.743678e-05,6.0871180718944915,26.719528,32.80679616109856,-130.51435924429478
1022500,2001-09-30,7.2384595e-05,7.743158e-05,22.906551551818847,28.443396,51.350097681979726,-111.97105772341362
1022500,2001-10-31,7.256143e-05,7.742986e-05,43.390529263404105,37.392292,80.78297078517274,-82.5381846202206
1022500,2001-11-30,0.16576597,0.0019449261,54.50268872578939,42.356728,97.02712569353898,-66.29402971185436
1022500,2001-12-31,9.354115,0.012045202,68.64320791921308,48.568237,126.57760507939923,-36.74355032599411
1022500,2002-01-31,60.136475,0.007247234,76.4567602834394,44.2594,180.85988178721868,17.53872638182534
1022500,2002-02-28,153.99794,0.5837211,75.97990608215332,39.035053,269.59661164944606,106.27545624405272
