basin_id,max_realized_arz_mm,p_mean,pet_mean,mean_lai,slope_mean,sand_frac
3161000,218.35298538208008,4.0471992,2.6984525,0.5771381258964539,57.20214,41.24064
3164000,211.75500106811523,3.7405107,2.668294,2.4619059562683105,45.80251,40.986916
3165000,243.7141189575196,3.6715016,2.6654282,2.3828723430633545,45.4663,35.530605
3170000,255.32722854614252,3.322126,2.8167734,2.576633214950561,32.96335,41.39545
3173000,116.31929206848145,3.0228515,2.6330297,2.51413631439209,46.98351,32.345448
3180500,66.67257118225098,3.7828226,2.4860556,0.5538643002510071,44.26244,29.167776
3182500,83.55221748352051,3.5523312,2.5193524,2.1024272441864014,59.7077,30.035372
3186500,59.396225929260254,4.142935,2.5149848,2.0591957569122314,61.17799,26.756191
3187500,68.18516159057617,4.134423,2.521012,2.109127998352051,60.18061,30.902931
3213700,84.46752738952637,3.4754128,2.612383,2.2626841068267822,37.9826,39.53702
3237280,169.07498931884766,3.5283532,2.5548472,2.28059196472168,31.52585,15.933333
3237500,101.94186639785768,3.2265325,2.5528593,1.4713640213012695,14.22302,14.542242
3238500,81.82507920265198,3.2526996,2.5560925,1.1347789764404297,7.5191,15.960616
3241500,146.8743486404419,3.070156,2.511802,0.8951672911643982,3.27837,31.59434
3280700,141.54762649536133,3.9905736,2.7306967,2.3482611179351807,28.95669,27.2
3281100,126.80473232269289,3.816215,2.687047,0.570460319519043,22.48228,20.801044
3281500,87.95995998382568,3.8012416,2.6716242,2.296445369720459,21.8686,24.949648
3285000,109.66259288787842,3.533521,2.7066495,1.721446871757507,12.08007,14.356199
3291780,128.75212335586548,3.6240165,2.58425,1.706237554550171,14.47984,16.147032
3300400,99.02907621860504,3.457907,2.700829,1.620069980621338,9.33197,8.183858
3338780,108.75209879875185,2.9159398,2.481242,0.8561433553695679,3.19469,19.205608
3340800,143.4251832962036,3.11718,2.512694,0.8249971270561218,4.37041,25.09505
3346000,94.19011199474336,3.133143,2.6021888,0.9055865406990052,2.57944,17.951784
3357350,102.86659598350523,3.220156,2.5299232,0.9181222319602966,5.84999,28.806862
3364500,120.83589744567873,3.3486447,2.539988,0.899619460105896,3.79613,27.183817
3366500,104.6360969543457,3.6156962,2.5911217,1.4026751518249512,8.50477,20.665283
3368000,131.03266835212708,3.5089624,2.5667777,2.161846876144409,4.26263,21.017181
3384450,147.16124254465103,3.6694813,2.7319367,2.6295037269592285,16.36598,18.266666
3439000,389.5636596679688,5.5606747,2.7193875,2.538033962249756,63.23118,43.55944
3450000,205.98133087158203,4.0946064,2.709808,0.5566006302833557,105.59692,48.33485
3455500,253.626953125,5.8005805,3.4237654,2.11438536643982,91.67733,50.532547
3456500,244.97248458862305,4.787384,2.7663054,2.3924436569213867,99.95219,48.911823
3460000,266.5931854248047,4.4710803,2.6527808,2.537260293960572,116.23587,38.005703
3463300,159.28248596191406,4.565299,3.054204,2.559705972671509,112.34116,48.50281
3471500,127.33955192565918,3.412538,2.603604,0.7227831482887268,69.46205,33.536533
3473000,112.7256317138672,3.4959521,2.5874023,2.213992118835449,56.64293,33.640053
3479000,165.46735954284668,3.9732347,2.6637716,2.3799870014190674,82.19102,50.487232
3488000,85.12168645858765,3.2742121,2.6118448,2.246068000793457,54.05912,32.613293
3498500,121.743745803833,4.3305173,2.6474638,1.858449459075928,77.71156,25.455399
3500000,407.6660614013672,5.1950417,2.8226259,2.4945180416107178,67.89742,39.373158
3500240,371.609489440918,5.038085,3.0651653,2.4804811477661133,82.16983,42.647015
3504000,321.49139404296875,5.6031485,2.6989012,2.252707004547119,86.43459,48.62564
3574500,86.19570207595825,4.29078,2.8576233,2.4691078662872314,47.69583,25.973051
3592718,331.2195739746094,4.275358,3.761119,2.235032081604004,6.67758,45.653084
3604000,237.97880959510803,4.350185,2.9643707,2.290848016738892,10.29605,15.998135
4015330,74.65025997161865,2.2398002,1.958455,1.4639232158660889,19.16862,35.84612
4024430,83.06748747825623,2.233154,2.0115628,1.9531174898147583,6.93316,48.431145
4027000,74.92319321632385,2.4234223,2.0526867,1.8018776178359983,9.36771,50.659847
4040500,92.84895622730257,2.439718,2.26097,1.9216294288635247,8.10212,34.235302
4043050,86.96757936477661,2.072616,2.1873796,1.9202936887741089,16.9632,70.510155
4045500,119.98669362068176,2.5641,2.7932177,1.9201226234436035,6.40846,43.99132
4056500,66.14665269851685,2.3960218,2.0351505,1.7557275295257568,4.97773,54.661274
4057510,104.12126648426056,2.3563325,2.0359445,2.009967803955078,4.66219,59.89257
4057800,112.36061477661131,2.4903545,2.0500205,1.995929718017578,6.3961,27.989637
4059500,122.99387168884276,2.1830225,2.3349366,1.9780967235565183,6.07833,50.829807
4063700,92.2260446548462,2.300634,2.0434334,2.0666208267211914,5.5832,56.38354
4074950,115.91866302490234,2.371896,2.3141468,1.964709043502808,7.42761,64.708115
4105700,185.51968383789065,2.8004272,2.3253672,1.7288585901260376,6.57315,64.04322
4115265,241.12103080749512,2.4972854,2.2620246,1.170546293258667,4.35688,72.03945
4122200,163.46573686599731,2.6389062,2.227664,1.7239776849746704,6.17213,78.1463
4122500,129.87961864471436,2.6139328,2.2116783,1.80508816242218,7.82371,80.10591
4124000,156.21621131896973,2.4744818,2.6047454,1.4989560842514038,9.92703,80.581345
4127918,73.83784461021423,2.6229706,2.028005,1.545472264289856,5.24337,56.64656
4127997,248.472412109375,2.5236263,2.8822703,1.7205498218536377,12.23471,63.705086
4161580,179.28618812561035,2.4785764,2.2824428,1.3284695148468018,7.53129,52.784626
4185000,105.95738458633424,2.587985,2.3762257,0.9126781225204468,3.32824,30.047321
4196800,109.70627784729004,2.6746051,2.4540832,0.8144335150718689,2.52382,17.491806
4197100,94.37162899971008,2.7585256,2.445124,0.8383474349975586,2.93165,19.849894
4197170,82.02293419837952,2.712798,2.4123416,0.8544606566429138,3.32921,20.763926
4213000,75.31336903572083,3.2589364,2.30925,1.82931387424469,10.20101,22.063972
4213075,92.59181261062622,3.2575648,2.3081608,0.6074798703193665,13.85748,18.035936
4216418,93.2702329158783,3.1540315,2.232062,2.066617012023926,22.26514,23.384659
4221000,102.83127450942992,3.1755223,2.2705498,1.952495813369751,27.06629,33.387756
4224775,93.16694402694702,2.914367,2.244688,2.1130528450012207,36.93333,22.771986
4233000,141.47807693481445,2.8704162,2.2447944,2.1892848014831543,40.08692,21.212738
4256000,70.73525667190552,3.6410403,2.1931653,2.1214704513549805,16.94626,59.005093
4296000,115.25775527954102,3.615295,2.1907723,2.163379192352295,40.51472,48.413704
5056000,231.5739517211914,1.3007598,2.0401757,0.3517042994499206,4.38699,45.58142
5057000,230.73943328857425,1.3499918,2.0207138,0.6426346898078918,4.08896,44.097668
5057200,215.39276123046875,1.4517796,2.0382507,0.6691305637359619,2.33897,42.277016
5062500,129.41392922401428,1.8881766,2.024061,1.2044332027435305,5.82564,49.142628
5087500,178.70624542236328,1.6367502,1.9644566,0.8497544527053833,1.8495,59.658207
5120500,315.41705322265625,1.311844,2.0388472,0.610869824886322,5.85036,44.967094
5123400,225.15788650512687,1.3522984,1.9529445,0.6914969086647034,4.58163,39.52226
5129115,135.12008666992188,1.9731157,1.9006169,1.6519569158554075,6.94996,50.922394
5131500,107.88747906684875,1.9965024,1.9214658,1.712912678718567,5.75333,35.300594
5291000,227.1504135131836,1.7352102,2.2371645,0.808025598526001,8.90129,34.845238
5362000,66.39844489097595,2.358497,2.0816653,1.8327492475509644,5.6153,42.380207
5393500,61.959536135196686,2.388423,2.0864234,1.951224684715271,7.18561,55.234646
5399500,81.97043037414551,2.2819862,2.1275523,1.003329157829285,4.56736,34.700237
5408000,232.39526557922363,2.486423,2.2244513,1.877150297164917,18.52763,17.893703
5412500,129.970618724823,2.688338,2.2729623,0.9406850934028624,8.01917,29.44046
5413500,223.0361595153809,2.6513388,2.283589,1.2324912548065186,14.29374,14.673444
5414000,237.90084838867188,2.707295,2.2773385,1.3694285154342651,11.74505,14.30021
5444000,224.74456214904785,2.8061247,2.382676,0.8883862495422363,6.34198,14.246989
5454000,200.1744728088379,2.7470033,2.3870068,0.9449289441108704,4.6154,16.76338
5458000,188.97313499450684,2.5678823,2.2589142,0.7630401849746704,4.61454,40.664158
5466500,174.92003726959229,2.73043,2.4414392,0.917765736579895,4.95695,15.199007
5487980,109.30005979537964,2.6856236,2.4296057,1.2671066522598269,6.21127,18.714592
5488200,140.97445392608645,2.6634798,2.4288807,1.1897814273834229,6.56634,13.811418
5489000,108.49834156036376,2.6809337,2.435413,1.531744122505188,6.43914,19.39228
5495000,111.39465165138245,2.7297742,2.4957764,1.2174793481826782,5.82876,23.323362
5495500,112.6208987236023,2.7529063,2.5343523,0.9790138602256776,4.21758,14.410724
5501000,114.66421222686768,2.8203943,2.5629363,1.1450611352920532,5.30531,17.04896
5503800,87.84824323654175,2.9458783,2.5779,1.0554970502853394,3.69705,16.945095
5507600,130.66258764266968,2.920493,3.5702605,0.9373068809509276,1.80947,12.621767
5508805,116.49399876594543,2.87246,2.694947,1.122811794281006,4.6271,14.074791
5514500,108.6057152748108,2.9482107,2.6134691,1.0994409322738647,7.41926,16.715815
5525500,117.67756366729736,2.84659,2.4663718,0.8205106854438782,2.73734,17.317633
5556500,162.99890041351318,2.7831376,2.3916507,0.8662931323051453,6.17927,16.417221
5584500,146.5545072555542,2.770427,2.5050879,0.4958547353744507,3.91674,13.953006
5585000,172.2544403076172,2.7668076,2.5127625,1.0014474391937256,4.56575,14.100876
5591550,199.0227928161621,2.8998604,2.5838706,0.8658990859985352,3.71276,17.777239
5592050,155.80452632904053,2.832898,2.590847,0.9095612168312072,3.71375,16.048878
5592575,105.77618265151978,2.9833827,2.673311,0.9603156447410583,1.56531,16.026575
5593575,92.58826696872713,2.964423,2.6754556,0.9771398305892944,3.13593,15.404855
5593900,143.9038486480713,2.8618016,2.6218038,0.9449225068092346,3.03005,12.050652
5595730,92.90009999275208,3.1006818,2.6709764,1.1227505207061768,3.36518,16.571142
6037500,432.1998291015625,2.4058247,2.6037807,0.77202308177948,37.64619,54.74847
6043500,130.680655002594,2.1983325,2.6899343,0.8556505441665649,116.56357,41.279724
6154410,204.5439300537109,1.290872,2.0662258,1.057475447654724,49.82483,39.598328
