gage_id,gage_name,huc,lat,lon,area_km2,frac_snow,aridity,elev_mean,frac_forest,soil_depth_statsgo,INSC_wavg,COEF_wavg,SQ_wavg,SMSC_wavg,SUB_wavg,CRAK_wavg,K_wavg,LG_wavg,TT_wavg,CFMAX_wavg,CFR_wavg,CWH_wavg,route_a,route_b,lg_dyn_mean_wavg,lg_dyn_std_wavg,snowpack_mean,soil_moisture_mean,groundwater_mean,snowfall_mean,rainfall_mean,snowmelt_mean,interception_evaporation_mean,actual_et_mean,infiltration_mean,recharge_to_groundwater_mean,surface_runoff_mean,interflow_mean,baseflow_mean,groundwater_loss_mean,total_unrouted_q_mean,interception_storage_mean,delta_storage_mean,channel_loss_mean,total_simulated_discharge_mean,groundwater_contribution_fraction_mean,groundwater_loss_fraction_mean,runoff_ratio_mean,et_ratio_mean,baseflow_index_mean,water_balance_closure_mean,NSE,KGE,logNSE,lowflow_NSE,dry_day_accuracy,recession_slope_obs,recession_slope_sim,recession_slope_error,water_balance_error_mean,observed_bfi_lh,sim_bfi_mean
1078000,"                      SMITH RIVER NEAR BRISTOL, NH",1,43.56646,-71.74786,222.46,0.23971852199071,0.613026372714384,346.92,0.9873,1.50000001490116,0.89420867,225.20346,2.2965088,137.02017,0.25355834,0.6752887,0.10274193,0.0031393254,0.117471084,3.1209464,0.040191855,0.0058727236,1.6780425,0.22675405,0.0037590393,0.0010732833,38.66779,71.32202,36.20092,0.79741347,2.942392,0.80744094,0.28427082,1.5829517,3.0870764,1.0917673,0.36867604,0.40952748,1.0870886,0.0034491825,1.8652924,0.0,0.0041696625,0.0,1.8651139,0.84407073,0.0051716105,1.1100619,1.2904484,0.77621245,0.28409114,0.793965607881546,0.841223025991227,0.6945558190345764,-6.564305305480957,0.9742653768935937,-0.1177830919623375,-0.08968120068311691,0.02810189127922058,0.68271327,0.40375185,0.77621245
1118300,"       PENDLETON HILL BROOK NEAR CLARKS FALLS, CT.",1,41.47482,-71.83424,10.36,0.111232483325858,0.592707672054773,36.7,0.933,1.50000001490116,1.1647216,225.60338,2.4274507,188.84229,0.17827341,0.55907905,0.11793702,0.0063751265,-0.28578487,3.0798767,0.040018797,0.00843388,1.765504,0.31758073,0.007909959,0.0023618415,4.00123,107.37518,43.223747,0.3041785,3.7255466,0.3062588,0.34384525,1.714185,3.221543,1.1795521,0.46458068,0.3308752,1.171659,0.0071425433,1.9671152,0.0,-0.002204416,0.0,1.9670417,0.85385543,0.010165419,1.3541316,1.7561771,0.7669252,0.3435284,0.7516791820526123,0.7202935394218413,0.64394411444664,-7.603382110595703,0.9282715824055484,-0.1459539532661438,-0.09687845408916473,0.049075499176979065,0.93379337,0.43980226,0.7669252
1121000,"            MOUNT HOPE RIVER NEAR WARRENVILLE, CT.",1,41.84371,-72.16897,70.25,0.154227151059507,0.618726258767883,141.54,0.9652,1.50000001490116,1.0874254,216.88133,2.3500814,187.22974,0.16343936,0.5524021,0.12651058,0.0041153217,-0.28372285,3.0129678,0.039632965,0.00617864,1.4118885,0.17368746,0.0063515175,0.0018683866,8.429007,101.255135,38.22742,0.4375818,3.321867,0.4402961,0.33336672,1.7112464,3.0534134,1.0749645,0.37290403,0.2721689,1.0707515,0.0052334215,1.7158247,0.0,-0.0059216022,0.0,1.7157753,0.86318266,0.008394324,2.1646402,1.8853778,0.8102026,0.33308446,0.7379932999610901,0.7055212053621838,0.6476173400878906,-3.683835983276367,0.9237087059682424,-0.1484200805425644,-0.10662254691123962,0.04179753363132477,0.6161652,0.43208376,0.8102026
1123000,"                    LITTLE RIVER NEAR HANOVER, CT.",1,41.67177,-72.0523,77.85,0.136053399026134,0.603082478614581,120.1,0.9141,1.50000001490116,1.1260221,216.63411,2.4002419,189.03104,0.16570142,0.5465768,0.12646666,0.005091604,-0.3065163,3.0571342,0.039982602,0.0070721,1.4594207,0.20278956,0.0067766802,0.002047764,6.6832232,104.51398,37.192116,0.39418513,3.5028126,0.39683598,0.34783658,1.719289,3.1287408,1.1228232,0.4206579,0.29007977,1.1170027,0.0059341434,1.8277407,0.0,-0.0034943519,0.0,1.8276566,0.85964805,0.0092302,2.125387,2.470023,0.80030376,0.34758148,0.7349736392498016,0.8629523306339786,0.7844457477331161,-4.436336040496826,1.0,-0.10536034405231476,-0.10751757770776749,0.0021572336554527283,0.6920486,0.49545282,0.80030376
1134500,"                        MOOSE RIVER AT VICTORY, VT",1,44.51172,-71.83731,195.13,0.280582089228151,0.603244622366455,450.54,0.9963,1.14385999555658,0.81042945,215.19405,2.4765887,112.68179,0.25390008,0.5957303,0.14675495,0.00073255773,-0.080206245,2.6487594,0.033972736,0.002130083,1.4816514,0.055233046,0.0017194982,0.00044279417,51.933926,62.577312,19.56881,0.84391004,2.730648,0.8486499,0.29225042,1.5734689,2.9720626,1.0338128,0.31045285,0.36510044,1.0321952,0.0012260269,1.7077494,0.0,0.00012034921,0.0,1.7077138,0.8271247,0.0027870608,1.5219194,1.453253,0.783645,0.29200435,0.7147399485111237,0.7017975863505199,0.3497839570045471,-3.194350242614746,0.9614893228691367,-0.14107856154441833,-0.14537353813648224,0.004294976592063904,0.4477424,0.39328653,0.783645
1137500,"        AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH",1,44.26867,-71.63036,228.55,0.301814975818189,0.538138265121706,784.85,0.9972,1.19808425077142,0.8655246,211.9399,2.5750074,119.71224,0.2593209,0.70159626,0.121843174,0.0032864823,0.120156094,2.9982169,0.038071834,0.0053979177,1.3928878,0.13690971,0.001778271,0.00048739926,71.03306,70.86457,27.32065,1.1129086,3.023091,1.127191,0.3027253,1.5524118,3.3924494,1.3418013,0.44102928,0.495027,1.337678,0.002532377,2.273735,0.0,0.0049375035,0.0,2.273478,0.82587785,0.0043056444,1.5360719,1.0570686,0.77777267,0.30261403,0.7015444338321686,0.7693814080691272,0.34595298767089844,-4.730778694152832,0.9846687351706516,-0.10796520859003067,-0.11898209154605865,0.011016882956027985,0.5577783,0.4511645,0.77777267
1139000,"                    WELLS RIVER AT WELLS RIVER, VT",1,44.15034,-72.06509,246.33,0.246562671549799,0.674413209612946,373.34,0.9737,1.35169263423423,0.8241322,212.93573,2.2176683,129.6774,0.24834171,0.61721027,0.121231526,0.0008889069,0.20514865,2.6785798,0.035643473,0.0026907548,1.2549744,0.058117572,0.0023907681,0.0006251873,40.02815,68.19609,27.208181,0.7038663,2.5374105,0.7085749,0.27664322,1.5628932,2.7825482,0.8990073,0.18229933,0.32030073,0.89692193,0.0016398362,1.3995228,0.0,0.00084658293,0.0,1.3994493,0.8464878,0.0032495288,1.6371307,2.461261,0.81508344,0.2764211,0.7304263412952423,0.7193007724918322,0.5189414918422699,-1.3071293830871582,0.9868589158605585,-0.10623078048229218,-0.10931888967752457,0.0030881091952323914,0.36912188,0.4889073,0.81508344
1139800,"             EAST ORANGE BRANCH AT EAST ORANGE, VT",1,44.09284,-72.33565,22.8,0.26232897318021,0.643915671936808,518.15,1.0,1.23022325518943,1.0900184,240.98128,2.2732248,139.43922,0.21737494,0.580756,0.106236786,0.0030262729,-0.079790294,3.043675,0.037443884,0.005748111,1.6749039,0.17923003,0.0024395564,0.0007325147,42.49986,85.40503,29.01956,0.77085555,2.656522,0.78107584,0.32346344,1.544419,2.9377036,1.0709677,0.16642524,0.3245527,1.0684327,0.0027329158,1.5594112,0.0,-0.0023349707,0.0,1.5593368,0.8586355,0.005046726,1.0161672,1.083458,0.80804175,0.32319438,0.6358921527862549,0.7398262314473185,0.4248100519180298,-5.251590251922607,0.9863113706880817,-0.09015130251646042,-0.09360861033201218,0.003457307815551758,0.5245969,0.54183775,0.80804175
1142500,"                       AYERS BROOK AT RANDOLPH, VT",1,43.93451,-72.65788,82.17,0.252307890542821,0.647740582076158,346.62,0.9799,1.45600442402445,0.9718133,234.3531,2.3022146,135.10812,0.21564794,0.610012,0.10596304,0.0022280873,-0.008144766,3.0193925,0.038133807,0.0044979574,1.3464,0.12930489,0.002734089,0.00080478133,37.04229,78.99147,35.115257,0.7403965,2.7434347,0.7475647,0.30440816,1.6039077,2.9811628,1.0490571,0.19847712,0.32931274,1.045925,0.0024810876,1.5737154,0.0,-0.00038700344,0.0,1.5736748,0.85802156,0.0039382116,1.2793443,1.3202147,0.8200035,0.30412513,0.7422117590904236,0.7452104021757527,0.6757887899875641,-1.464937448501587,0.9848512502281438,-0.09633100032806396,-0.09208960086107254,0.0042413994669914246,0.4521903,0.49704942,0.8200035
1144000,"                  WHITE RIVER AT WEST HARTFORD, VT",1,43.71424,-72.41815,1790.24,0.248466348504845,0.630759674709817,459.8,0.9813,1.34878670352828,0.8816924,230.22676,2.2591023,119.333466,0.27408653,0.6755918,0.10638845,0.0019955635,0.1525239,2.8412309,0.037566923,0.004436856,1.7675822,0.17501613,0.0026760988,0.0007821858,41.505836,64.00043,32.96716,0.77518994,2.81356,0.78318244,0.30263162,1.5764713,3.0337343,1.0486368,0.2525977,0.40965554,1.0458621,0.0023358313,1.7081158,0.0,-0.00053417735,0.0,1.7080398,0.837465,0.0036337043,3.3375084,4.1434374,0.7749794,0.30241147,0.7498608529567719,0.7375777039414275,0.6429415941238403,-2.78816819190979,0.9987223945975543,-0.09747245907783508,-0.09953854978084564,0.002066090703010559,0.59236854,0.4804897,0.7749794
1162500,"                  PRIEST BROOK NEAR WINCHENDON, MA",1,42.68259,-72.11508,49.71,0.226769184680043,0.596661752063771,310.07,0.9663,1.50000001490116,1.1288954,231.35062,2.28943,172.31865,0.21505363,0.64224887,0.1034237,0.010051543,-0.08935915,3.2845924,0.041390825,0.011240659,1.8174497,0.47251767,0.0057011317,0.0017046931,29.030687,95.56814,37.740776,0.753946,3.085918,0.7687199,0.32831657,1.6693556,3.1797373,1.1454866,0.332032,0.36775613,1.1387187,0.007876339,1.8385073,0.0,-0.0037121552,0.0,1.8383862,0.8533591,0.010929404,1.4631997,1.5073819,0.7600507,0.32792625,0.7820858955383301,0.7714457353588199,0.6269852519035339,-7.549708366394043,0.9359372148202226,-0.12516313791275024,-0.07877325266599655,0.04638988524675369,0.87534034,0.40875918,0.7600507
1169000,"                  NORTH RIVER AT SHATTUCKVILLE, MA",1,42.63842,-72.72509,230.64,0.238972605896079,0.574450648160949,374.89,0.997,1.20318189296772,0.924922,208.50648,2.5517623,153.36328,0.2274289,0.5796206,0.14077911,0.0026557308,-0.2859344,2.77551,0.03733445,0.0046963277,1.1288397,0.097698316,0.0023812805,0.0006029251,31.438536,85.43263,24.266506,0.7736571,3.2329822,0.7804686,0.31174752,1.6763891,3.2417526,1.1564482,0.4533578,0.40879777,1.1540892,0.0025185067,2.0162454,0.0,6.39705e-06,0.0,2.0161545,0.83432466,0.004140929,2.370529,2.5594003,0.79183924,0.31154227,0.7141206562519073,0.7471415680627785,0.6874451041221619,-1.8048198223114014,0.9952546085052016,-0.1177830919623375,-0.13217926025390625,0.014396168291568756,0.5091181,0.42206576,0.79183924
1170100,"                      GREEN RIVER NEAR COLRAIN, MA",1,42.70342,-72.67065,106.99,0.234653735405934,0.575873759926214,325.71,0.997,1.1863253778226,0.9065143,216.79054,2.5212972,134.26843,0.23988423,0.61338294,0.13403992,0.0023975214,-0.11535905,2.8564234,0.036043897,0.004206772,1.4852325,0.11413188,0.0020558324,0.00051872514,32.879593,74.26103,25.181028,0.7724861,3.1984367,0.779316,0.3085517,1.6625572,3.250792,1.172952,0.4117971,0.41535142,1.1708989,0.0022266768,1.998048,0.0,-0.00020084844,0.0,1.9979305,0.83580095,0.0035363282,2.0977283,2.7475228,0.7816058,0.30838072,0.6841340363025665,0.7601929144356525,0.6464622914791107,-2.779144525527954,0.9950720934477094,-0.11375889927148819,-0.12979887425899506,0.016039974987506866,0.59328365,0.44578376,0.7816058
1181000,"     WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA",1,42.23731,-72.89565,243.5,0.217563041040592,0.593993318681319,417.93,0.9944,1.18501607751816,0.9209857,207.92491,2.4901168,161.70769,0.20642008,0.5663795,0.14027026,0.0022522488,-0.21507025,2.7810488,0.03714235,0.0042008287,1.194483,0.09864703,0.003333174,0.0009070577,26.104664,88.596436,26.894346,0.71262467,3.1969814,0.71824205,0.30642918,1.6944166,3.1664402,1.1170955,0.43695712,0.3552158,1.1144135,0.0027927111,1.9065869,0.0,-0.00035759705,0.0,1.9065437,0.8426196,0.004651625,1.6866194,1.7862117,0.7996268,0.30618098,0.7164369821548462,0.7080767449885924,0.7225917875766754,-1.5320863723754883,0.9786457382734075,-0.1269996017217636,-0.12855389714241028,0.0015542954206466675,0.5135324,0.39664695,0.7996268
1187300,"              HUBBARD RIVER NR. WEST HARTLAND, CT.",1,42.03732,-72.93899,53.92,0.201269335695146,0.57727769906224,309.1,0.9932,1.23968151629574,1.0191699,198.21886,2.7360947,148.21254,0.20905921,0.56495976,0.17795601,0.0036891648,-0.22791687,2.9738896,0.036435105,0.005362975,1.4993658,0.10954523,0.0045407787,0.0013257107,20.818825,84.26532,14.544246,0.6600518,3.3901231,0.6658916,0.32027608,1.7096496,3.240002,1.1715473,0.49012196,0.3578056,1.1672964,0.0041149706,2.0152245,0.0,0.0012190935,0.0,2.0150838,0.8342088,0.009036767,1.7773691,1.6265155,0.7719586,0.32007697,0.6320501267910004,0.760532941279229,0.627525120973587,-6.0620269775390625,0.9116627121737544,-0.16034282743930817,-0.17577983438968658,0.015437006950378418,0.65486056,0.34031013,0.7719586
1195100,"                    INDIAN RIVER NEAR CLINTON, CT.",1,41.30593,-72.5312,14.84,0.106042892091717,0.639240948040801,19.17,0.9171,1.50000001490116,1.1647534,217.51642,2.3703175,205.08533,0.1474022,0.5277129,0.12736374,0.005031585,-0.36045384,3.0144281,0.0403126,0.0070086964,1.4384825,0.19598183,0.011227444,0.003660866,4.009741,112.0805,40.884018,0.27874294,3.4781587,0.28050417,0.32027104,1.7393374,3.061909,1.0776474,0.3749674,0.24886043,1.0695513,0.0081295185,1.6933796,0.0,-0.0038055098,0.0,1.693314,0.8667401,0.013324064,1.1540259,1.9273757,0.81080663,0.31989256,0.7048873603343964,0.7884766611489661,0.5274491310119629,-23.05166244506836,0.8578207702135426,-0.15415053069591522,-0.10401874780654907,0.05013178288936615,0.60696226,0.4126934,0.81080663
1333000,"                   GREEN RIVER AT WILLIAMSTOWN, MA",2,42.70897,-73.19677,112.16,0.222244968016498,0.597283085492449,485.91,0.9844,0.894269489171616,0.9365057,219.346,2.5422397,133.71472,0.23059662,0.53425384,0.15079084,0.0014563759,-0.2943979,2.660307,0.03414652,0.00320618,1.4405683,0.071181774,0.0021196706,0.00055203924,25.745619,76.62079,19.008858,0.681382,3.1314323,0.68569773,0.31010926,1.6782438,3.1784139,1.1267692,0.32451117,0.37163654,1.125093,0.0017880234,1.8212411,0.0,0.0016751973,0.0,1.8211181,0.83227676,0.003399761,1.1145864,1.3622832,0.7852525,0.30996004,0.6389462351799011,0.7397149259619552,0.5381318628787994,-2.8760719299316406,0.9976273042526008,-0.10227877646684647,-0.15433059632778168,0.05205181986093521,0.50896114,0.45614162,0.7852525
1350000,                 SCHOHARIE CREEK AT PRATTSVILLE NY,2,42.31953,-74.43654,612.51,0.231159657658639,0.580392881071257,612.78,0.9966,1.05607186551288,1.003087,204.03687,2.8337488,130.03633,0.2232373,0.52707255,0.19331053,0.0017547864,-0.3826872,2.8213377,0.03588095,0.003838784,1.2546537,0.053548258,0.0028196024,0.0007623862,24.079416,74.84836,10.632066,0.7358848,3.3680723,0.7409347,0.31920227,1.6518568,3.20872,1.1852112,0.5762558,0.36652166,1.1818994,0.0022871948,2.1246774,0.0,0.006194531,0.0,2.1245406,0.83061713,0.006561575,2.1663253,2.1739695,0.77983695,0.31904852,0.6466594338417053,0.7878592420759951,0.5721227824687958,-4.984029769897461,0.9275415221755795,-0.11778312921524048,-0.20716406404972076,0.08938093483448029,0.56629705,0.35609037,0.77983695
1350080,      MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY,2,42.37703,-74.41292,83.84,0.221156578322867,0.641037691812962,587.35,0.994,1.21108118793857,1.0806017,196.5822,2.8988533,148.63829,0.20597619,0.51359963,0.19807133,0.002799001,-0.3363901,3.0014982,0.03748039,0.0052686343,1.2321184,0.07876137,0.0037943195,0.0009936228,19.022532,83.25148,9.109893,0.6613878,3.078674,0.66655827,0.32688692,1.6608913,2.9531128,0.9896984,0.4602858,0.29757518,0.98562264,0.0032966593,1.7434844,0.0,0.0058066724,0.0,1.7433923,0.8345061,0.011375531,1.4695686,1.2506841,0.78166753,0.32664403,0.44101637601852417,0.7141246008322477,0.49413496255874634,-18.689674377441406,0.8950538419419602,-0.10586784034967422,-0.20563696324825287,0.09976912289857864,0.53808427,0.40057948,0.78166753
1350140,                  MINE KILL NEAR NORTH BLENHEIM NY,2,42.42897,-74.47293,43.76,0.219859026682811,0.639883125621386,579.74,0.991,0.91448527617137,1.006438,204.8632,2.893717,135.85735,0.22304404,0.49639383,0.1944414,0.0013617415,-0.45111775,2.6415253,0.034852564,0.003423127,1.2582296,0.052621663,0.0026415512,0.0006484326,19.78327,76.436584,9.774744,0.6480533,3.091462,0.651777,0.3229603,1.6758507,2.9991527,0.99868095,0.41762385,0.31933844,0.9957444,0.002001646,1.7327074,0.0,0.006250422,0.0,1.7326099,0.82126856,0.0062476434,0.78632045,0.9763504,0.7721879,0.32277238,0.4837520718574524,0.727033413800085,0.4917823076248169,-12.313090324401855,0.8545354991786822,-0.1541506052017212,-0.20933738350868225,0.05518677830696106,0.49935856,0.36518142,0.7721879
1365000,               RONDOUT CREEK NEAR LOWES CORNERS NY,2,41.86648,-74.4871,99.57,0.202270211093681,0.546833503767649,465.17,1.0,0.692277988322943,1.0036738,219.66803,2.796275,129.66058,0.20391169,0.4510892,0.1992543,0.00079523213,-0.6071769,2.504177,0.03343058,0.0024066987,1.2190013,0.030659912,0.0023597714,0.0005679038,24.117836,78.967354,12.107125,0.68288445,3.745183,0.6861959,0.33079568,1.6979201,3.4693816,1.3909596,0.6281112,0.37639126,1.3885304,0.0015775018,2.3930333,0.0,0.0049755713,0.0,2.3929055,0.823753,0.0039059885,1.6975671,1.5677438,0.7777949,0.33065936,0.5678752660751343,0.734750578386788,0.08837234973907471,-3.4898619651794434,0.9768205876984851,-0.08701154589653015,-0.22023284435272217,0.13322129845619202,0.5482585,0.46410742,0.7777949
